NMI,ARI,ASW
0.05218754070778411,0.5098106535417588,0.496945
0.03225712374277617,0.4996673515614363,0.49266052
0.10941610443805468,0.5325089179203453,0.49131408
0.12199890724395283,0.5157419380376841,0.4990493
0.07922900581794731,0.5267449031304762,0.4906356
0.0639503436290701,0.5223583162543999,0.49258253
0.07500447081775376,0.5077568547033465,0.4916877
0.07695398758571935,0.5038466126982354,0.49295744
0.03295843603349546,0.5085662644204876,0.4921362
0.0746302371480385,0.5163947696993813,0.4923529
0.02771383370721154,0.49613212666228573,0.49037728
0.06696946767398904,0.5049811073465234,0.493713
0.07226571021802261,0.5124887008465343,0.49681008
0.04897822866025811,0.5066354198261475,0.49403432
0.06283677391017244,0.5086042955499841,0.4896943
0.07023395990771164,0.5069206420224176,0.4938431
0.047985978570365406,0.5054216668065128,0.49450693
0.06769470836760311,0.5120373045326934,0.48921573
0.04629843521400791,0.5071590071959684,0.49046734
0.047547190406215634,0.49513445003598117,0.48980126
0.08368020410283747,0.5065129444976735,0.49216747
0.03677118863895941,0.5121892060952413,0.49333492
0.025569059737837272,0.4981638092408052,0.4902233
0.06671793609272716,0.512740417688055,0.49820644
0.04031289112436509,0.5076583678534389,0.49191898
0.012475369928878814,0.5006355075394303,0.49624878
0.11139029480255735,0.5472642174265694,0.49166444
0.016176338293979083,0.4927263063461633,0.49058717
0.09069395444418873,0.5414090424510277,0.49429289
0.05574447616117741,0.5105758625842305,0.4929612
0.053092955294032365,0.500836078755061,0.49400875
0.07657915008815663,0.5282586069758389,0.49308765
0.044691397653067164,0.50321579859384,0.49390143
0.06666329104792587,0.4966939892731147,0.4877395
0.12554375711695917,0.5413893725747532,0.48819283
0.09165630134590175,0.5499877211947017,0.49249864
0.10507664031394578,0.5072135998120024,0.49021712
0.08848188222611852,0.5074587456125026,0.48874727
0.09084898974866512,0.5093638754475489,0.4867763
0.07348117956501828,0.5192767535478804,0.48606783
0.1850201642340862,0.5761510230568113,0.4886699
0.10697976832149989,0.5470069955156951,0.49530765
0.02457164756326993,0.5006143849672119,0.4906221
0.06297438196650224,0.5014887526156708,0.49267933
0.02693927923412235,0.49927067786141494,0.49406046
0.020467009516464248,0.4920262446638258,0.49366814
0.040010208961975886,0.5066682743219015,0.49104998
0.1258200028997173,0.5296626994227304,0.49205953
0.12832535659443078,0.5591903156164598,0.49400643
0.06253222750529906,0.5205227373939799,0.49195182
