accession,sample_id,location,pipeline,Archaea Candidatus_Diapherotrites,Archaea Candidatus_Micrarchaeota,Archaea Candidatus_Nanohaloarchaeota,Archaea Candidatus_Verstraetearchaeota,Archaea Crenarchaeota,Archaea Euryarchaeota,Archaea Nanoarchaeota,Archaea Thaumarchaeota,Bacteria Acidobacteria,Bacteria Actinobacteria,Bacteria Aquificae,Bacteria Armatimonadetes,Bacteria Bacteroidetes,Bacteria Balneolaeota,Bacteria Caldiserica,Bacteria Calditrichaeota,Bacteria Candidatus_Abawacabacteria,Bacteria Candidatus_Adlerbacteria,Bacteria Candidatus_Amesbacteria,Bacteria Candidatus_Aminicenantes,Bacteria Candidatus_Atribacteria,Bacteria Candidatus_Azambacteria,Bacteria Candidatus_Beckwithbacteria,Bacteria Candidatus_Berkelbacteria,Bacteria Candidatus_Blackburnbacteria,Bacteria Candidatus_Brennerbacteria,Bacteria Candidatus_Buchananbacteria,Bacteria Candidatus_Campbellbacteria,Bacteria Candidatus_Chisholmbacteria,Bacteria Candidatus_Cloacimonetes,Bacteria Candidatus_Collierbacteria,Bacteria Candidatus_Colwellbacteria,Bacteria Candidatus_Curtissbacteria,Bacteria Candidatus_Daviesbacteria,Bacteria Candidatus_Doudnabacteria,Bacteria Candidatus_Edwardsbacteria,Bacteria Candidatus_Falkowbacteria,Bacteria Candidatus_Fermentibacteria,Bacteria Candidatus_Giovannonibacteria,Bacteria Candidatus_Gottesmanbacteria,Bacteria Candidatus_Gracilibacteria,Bacteria Candidatus_Harrisonbacteria,Bacteria Candidatus_Hydrogenedentes,Bacteria Candidatus_Jorgensenbacteria,Bacteria Candidatus_Kaiserbacteria,Bacteria Candidatus_Kerfeldbacteria,Bacteria Candidatus_Komeilibacteria,Bacteria Candidatus_Kuenenbacteria,Bacteria Candidatus_Latescibacteria,Bacteria Candidatus_Levybacteria,Bacteria Candidatus_Liptonbacteria,Bacteria Candidatus_Lloydbacteria,Bacteria Candidatus_Magasanikbacteria,Bacteria Candidatus_Marinimicrobia,Bacteria Candidatus_Melainabacteria,Bacteria Candidatus_Microgenomates,Bacteria Candidatus_Moranbacteria,Bacteria Candidatus_Nealsonbacteria,Bacteria Candidatus_Nomurabacteria,Bacteria Candidatus_Omnitrophica,Bacteria Candidatus_Pacebacteria,Bacteria Candidatus_Parcubacteria,Bacteria Candidatus_Peregrinibacteria,Bacteria Candidatus_Portnoybacteria,Bacteria Candidatus_Raymondbacteria,Bacteria Candidatus_Roizmanbacteria,Bacteria Candidatus_Saccharibacteria,Bacteria Candidatus_Shapirobacteria,Bacteria Candidatus_Spechtbacteria,Bacteria Candidatus_Staskawiczbacteria,Bacteria Candidatus_Terrybacteria,Bacteria Candidatus_Uhrbacteria,Bacteria Candidatus_Veblenbacteria,Bacteria Candidatus_Vogelbacteria,Bacteria Candidatus_Wildermuthbacteria,Bacteria Candidatus_Woesebacteria,Bacteria Candidatus_Wolfebacteria,Bacteria Candidatus_Woykebacteria,Bacteria Candidatus_Yanofskybacteria,Bacteria Candidatus_Yonathbacteria,Bacteria Candidatus_Zambryskibacteria,Bacteria Chlamydiae,Bacteria Chlorobi,Bacteria Chloroflexi,Bacteria Chrysiogenetes,Bacteria Cyanobacteria,Bacteria Deferribacteres,Bacteria Deinococcus-Thermus,Bacteria Dictyoglomi,Bacteria Elusimicrobia,Bacteria Fibrobacteres,Bacteria Firmicutes,Bacteria Fusobacteria,Bacteria Gemmatimonadetes,Bacteria Ignavibacteriae,Bacteria Kiritimatiellaeota,Bacteria Lentisphaerae,Bacteria Nitrospinae,Bacteria Nitrospirae,Bacteria Planctomycetes,Bacteria Proteobacteria,Bacteria Rhodothermaeota,Bacteria Spirochaetes,Bacteria Synergistetes,Bacteria Tenericutes,Bacteria Thermodesulfobacteria,Bacteria Thermotogae,Bacteria Verrucomicrobia,Bacteria candidate_division_CPR1,Bacteria candidate_division_CPR3,Bacteria candidate_division_NC10,Bacteria candidate_division_WWE3,Eukaryota Annelida,Eukaryota Apicomplexa,Eukaryota Arthropoda,Eukaryota Ascomycota,Eukaryota Bacillariophyta,Eukaryota Basidiomycota,Eukaryota Blastocladiomycota,Eukaryota Chlorophyta,Eukaryota Chordata,Eukaryota Chromerida,Eukaryota Chytridiomycota,Eukaryota Cnidaria,Eukaryota Cryptomycota,Eukaryota Entoprocta,Eukaryota Euglenida,Eukaryota Eustigmatophyceae,Eukaryota Gastrotricha,Eukaryota Haplosporidia,Eukaryota Microsporidia,Eukaryota Mollusca,Eukaryota Mucoromycota,Eukaryota Nematoda,Eukaryota Phaeophyceae,Eukaryota Picozoa,Eukaryota Platyhelminthes,Eukaryota Porifera,Eukaryota Rotifera,Eukaryota Streptophyta,Eukaryota Tardigrada,Eukaryota Xenacoelomorpha,Eukaryota Zoopagomycota,Archaea Parvarchaeota,Bacteria AC1,Bacteria BRC1,Bacteria Caldithrix,Bacteria EM3,Bacteria FBP,Bacteria FCPU426,Bacteria GAL15,Bacteria GN02,Bacteria GN04,Bacteria H-178,Bacteria Hyd24-12,Bacteria KSB3,Bacteria Kazan-3B-28,Bacteria LCP-89,Bacteria LD1,Bacteria MVP-21,Bacteria MVS-104,Bacteria NC10,Bacteria NKB19,Bacteria OC31,Bacteria OD1,Bacteria OP1,Bacteria OP11,Bacteria OP3,Bacteria OP8,Bacteria OP9,Bacteria OctSpA1-106,Bacteria SAR406,Bacteria SBR1093,Bacteria SC4,Bacteria SR1,Bacteria TA06,Bacteria TM6,Bacteria TM7,Bacteria TPD-58,Bacteria Thermi,Bacteria WPS-2,Bacteria WS1,Bacteria WS2,Bacteria WS3,Bacteria WS4,Bacteria WS5,Bacteria WS6,Bacteria WWE1,Bacteria ZB3
MGYA00085726,ERR1726030,South Africa,3.0,0.0,0.0,0.0,0.0,0,22,0.0,0.0,0,264,0,0,83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0,0,0,2083,472,0,0.0,0.0,0,0.0,0,7,2170,0.0,1,16,31,0.0,0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00085727,ERR1725947,Bulgaria,3.0,0.0,0.0,0.0,0.0,0,12,0.0,0.0,15,266,0,2,9331,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,29,0,9,0,0.0,0,1,1,5148,636,7,0.0,0.0,8,0.0,1,30,45739,0.0,15,11,43,0.0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,118.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
MGYA00085728,ERR1725976,Croatia,3.0,0.0,0.0,0.0,0.0,0,23,0.0,0.0,1,420,0,2,1768,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,10,0,5,0,0.0,0,0,7,4599,2176,1,0.0,0.0,6,0.0,0,25,16403,0.0,7,22,19,0.0,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,70.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
MGYA00085729,ERR1725972,Spain,3.0,0.0,0.0,0.0,0.0,0,56,0.0,0.0,21,1114,0,5,628,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,49,0,7,0,0.0,0,0,3,4469,502,4,0.0,0.0,2,0.0,1,115,11767,0.0,13,98,59,0.0,0,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,186.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MGYA00085730,ERR1713383,Poland,3.0,0.0,0.0,0.0,0.0,0,247,0.0,0.0,23,1372,0,6,2682,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,395,0,27,0,0.0,0,1,11,16416,1668,5,0.0,0.0,4,0.0,0,56,11340,0.0,76,527,272,0.0,12,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,103.0,0.0,34.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,346.0,0.0,1.0,24.0,0.0,0.0,2.0,0.0,0.0,196.0,108.0,0.0
MGYA00085731,ERR1713400,USA,3.0,0.0,0.0,0.0,0.0,0,132,0.0,0.0,11,1261,0,3,1708,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,27,0,12,1,0.0,0,0,1,19033,2329,9,0.0,0.0,1,0.0,1,40,20869,0.0,29,278,101,0.0,2,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,124.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
MGYA00085732,ERR1726028,USA,3.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1,98,0,0,149,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,0,0,0.0,0,0,1,1406,89,0,0.0,0.0,0,0.0,0,1,1535,0.0,3,4,11,0.0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00085733,ERR1713381,Nepal,3.0,0.0,0.0,0.0,0.0,0,958,0.0,0.0,11,11148,0,0,3781,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,300,0,113,0,0.0,1,1,6,67559,397,12,0.0,0.0,3,0.0,1,24,7793,0.0,47,113,1113,0.0,0,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,23.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1132.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0
MGYA00085734,ERR1713382,New Zealand,3.0,0.0,0.0,0.0,0.0,1,18,0.0,0.0,19,624,0,2,43854,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,20,0,4,0,0.0,0,0,0,8303,1783,7,0.0,0.0,0,0.0,0,9,129952,0.0,5,34,51,0.0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MGYA00085735,ERR1713335,Bulgaria,3.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,7,308,0,1,10291,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,38,0,6,0,0.0,0,0,1,5782,688,2,0.0,0.0,10,0.0,3,24,50166,0.0,12,31,84,0.0,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,65.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
MGYA00085736,ERR1726021,USA,3.0,0.0,0.0,0.0,0.0,0,89,0.0,0.0,4,359,0,0,129,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,266,0,4,0,0.0,0,0,0,2269,226,3,0.0,0.0,0,0.0,0,5,3334,0.0,7,97,12,0.0,0,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,0.0
MGYA00085737,ERR1713401,USA,3.0,0.0,0.0,0.0,0.0,0,171,0.0,0.0,6,1851,0,3,2461,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,62,0,67,0,0.0,0,1,3,24692,4162,6,0.0,0.0,8,0.0,0,15,20558,0.0,15,62,109,0.0,3,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,175.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0
MGYA00085738,ERR1726027,USA,3.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,74,0,0,147,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,0.0,0,0,0,946,101,1,0.0,0.0,0,0.0,0,3,1059,0.0,2,1,0,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00085739,ERR1713395,Turkey,3.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,5,485,0,0,25509,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,0,5,0,0.0,0,0,0,1533,345,3,0.0,0.0,0,0.0,0,6,75744,0.0,4,23,28,0.0,9,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
MGYA00085740,ERR1713367,Italy,3.0,0.0,0.0,0.0,0.0,0,82,0.0,0.0,164,897,0,31,23133,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,80,330,0,31,0,0.0,0,11,28,7166,2197,13,0.0,0.0,8,0.0,84,196,79595,0.0,112,116,62,0.0,1,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,26.0,0.0,24.0,1.0,8.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,3.0,220.0,0.0,0.0,19.0,0.0,0.0,62.0,0.0,1.0,1.0,12.0,0.0
