accession,sample_id,location,pipeline,Archaea Candidatus_Diapherotrites,Archaea Candidatus_Micrarchaeota,Archaea Candidatus_Nanohaloarchaeota,Archaea Candidatus_Verstraetearchaeota,Archaea Crenarchaeota,Archaea Euryarchaeota,Archaea Nanoarchaeota,Archaea Thaumarchaeota,Bacteria Acidobacteria,Bacteria Actinobacteria,Bacteria Aquificae,Bacteria Armatimonadetes,Bacteria Bacteroidetes,Bacteria Balneolaeota,Bacteria Caldiserica,Bacteria Calditrichaeota,Bacteria Candidatus_Abawacabacteria,Bacteria Candidatus_Adlerbacteria,Bacteria Candidatus_Amesbacteria,Bacteria Candidatus_Aminicenantes,Bacteria Candidatus_Atribacteria,Bacteria Candidatus_Azambacteria,Bacteria Candidatus_Beckwithbacteria,Bacteria Candidatus_Berkelbacteria,Bacteria Candidatus_Blackburnbacteria,Bacteria Candidatus_Brennerbacteria,Bacteria Candidatus_Buchananbacteria,Bacteria Candidatus_Campbellbacteria,Bacteria Candidatus_Chisholmbacteria,Bacteria Candidatus_Cloacimonetes,Bacteria Candidatus_Collierbacteria,Bacteria Candidatus_Colwellbacteria,Bacteria Candidatus_Curtissbacteria,Bacteria Candidatus_Daviesbacteria,Bacteria Candidatus_Doudnabacteria,Bacteria Candidatus_Edwardsbacteria,Bacteria Candidatus_Falkowbacteria,Bacteria Candidatus_Fermentibacteria,Bacteria Candidatus_Giovannonibacteria,Bacteria Candidatus_Gottesmanbacteria,Bacteria Candidatus_Gracilibacteria,Bacteria Candidatus_Harrisonbacteria,Bacteria Candidatus_Hydrogenedentes,Bacteria Candidatus_Jorgensenbacteria,Bacteria Candidatus_Kaiserbacteria,Bacteria Candidatus_Kerfeldbacteria,Bacteria Candidatus_Komeilibacteria,Bacteria Candidatus_Kuenenbacteria,Bacteria Candidatus_Latescibacteria,Bacteria Candidatus_Levybacteria,Bacteria Candidatus_Liptonbacteria,Bacteria Candidatus_Lloydbacteria,Bacteria Candidatus_Magasanikbacteria,Bacteria Candidatus_Marinimicrobia,Bacteria Candidatus_Melainabacteria,Bacteria Candidatus_Microgenomates,Bacteria Candidatus_Moranbacteria,Bacteria Candidatus_Nealsonbacteria,Bacteria Candidatus_Nomurabacteria,Bacteria Candidatus_Omnitrophica,Bacteria Candidatus_Pacebacteria,Bacteria Candidatus_Parcubacteria,Bacteria Candidatus_Peregrinibacteria,Bacteria Candidatus_Portnoybacteria,Bacteria Candidatus_Raymondbacteria,Bacteria Candidatus_Roizmanbacteria,Bacteria Candidatus_Saccharibacteria,Bacteria Candidatus_Shapirobacteria,Bacteria Candidatus_Spechtbacteria,Bacteria Candidatus_Staskawiczbacteria,Bacteria Candidatus_Terrybacteria,Bacteria Candidatus_Uhrbacteria,Bacteria Candidatus_Veblenbacteria,Bacteria Candidatus_Vogelbacteria,Bacteria Candidatus_Wildermuthbacteria,Bacteria Candidatus_Woesebacteria,Bacteria Candidatus_Wolfebacteria,Bacteria Candidatus_Woykebacteria,Bacteria Candidatus_Yanofskybacteria,Bacteria Candidatus_Yonathbacteria,Bacteria Candidatus_Zambryskibacteria,Bacteria Chlamydiae,Bacteria Chlorobi,Bacteria Chloroflexi,Bacteria Chrysiogenetes,Bacteria Cyanobacteria,Bacteria Deferribacteres,Bacteria Deinococcus-Thermus,Bacteria Dictyoglomi,Bacteria Elusimicrobia,Bacteria Fibrobacteres,Bacteria Firmicutes,Bacteria Fusobacteria,Bacteria Gemmatimonadetes,Bacteria Ignavibacteriae,Bacteria Kiritimatiellaeota,Bacteria Lentisphaerae,Bacteria Nitrospinae,Bacteria Nitrospirae,Bacteria Planctomycetes,Bacteria Proteobacteria,Bacteria Rhodothermaeota,Bacteria Spirochaetes,Bacteria Synergistetes,Bacteria Tenericutes,Bacteria Thermodesulfobacteria,Bacteria Thermotogae,Bacteria Verrucomicrobia,Bacteria candidate_division_CPR1,Bacteria candidate_division_CPR3,Bacteria candidate_division_NC10,Bacteria candidate_division_WWE3,Eukaryota Annelida,Eukaryota Apicomplexa,Eukaryota Arthropoda,Eukaryota Ascomycota,Eukaryota Bacillariophyta,Eukaryota Basidiomycota,Eukaryota Blastocladiomycota,Eukaryota Chlorophyta,Eukaryota Chordata,Eukaryota Chromerida,Eukaryota Chytridiomycota,Eukaryota Cnidaria,Eukaryota Cryptomycota,Eukaryota Entoprocta,Eukaryota Euglenida,Eukaryota Eustigmatophyceae,Eukaryota Gastrotricha,Eukaryota Haplosporidia,Eukaryota Microsporidia,Eukaryota Mollusca,Eukaryota Mucoromycota,Eukaryota Nematoda,Eukaryota Phaeophyceae,Eukaryota Picozoa,Eukaryota Platyhelminthes,Eukaryota Porifera,Eukaryota Rotifera,Eukaryota Streptophyta,Eukaryota Tardigrada,Eukaryota Xenacoelomorpha,Eukaryota Zoopagomycota,Archaea Parvarchaeota,Bacteria AC1,Bacteria BRC1,Bacteria Caldithrix,Bacteria EM3,Bacteria FBP,Bacteria FCPU426,Bacteria GAL15,Bacteria GN02,Bacteria GN04,Bacteria H-178,Bacteria Hyd24-12,Bacteria KSB3,Bacteria Kazan-3B-28,Bacteria LCP-89,Bacteria LD1,Bacteria MVP-21,Bacteria MVS-104,Bacteria NC10,Bacteria NKB19,Bacteria OC31,Bacteria OD1,Bacteria OP1,Bacteria OP11,Bacteria OP3,Bacteria OP8,Bacteria OP9,Bacteria OctSpA1-106,Bacteria SAR406,Bacteria SBR1093,Bacteria SC4,Bacteria SR1,Bacteria TA06,Bacteria TM6,Bacteria TM7,Bacteria TPD-58,Bacteria Thermi,Bacteria WPS-2,Bacteria WS1,Bacteria WS2,Bacteria WS3,Bacteria WS4,Bacteria WS5,Bacteria WS6,Bacteria WWE1,Bacteria ZB3
MGYA00216499,ERR1726019,USA,4.1,0.0,0.0,0.0,0.0,0,30,0.0,0.0,4,491,0,1,684,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,14,0,0,0,0.0,0,0,0,6118,787,48,3.0,14.0,0,0.0,2,7,6391,0.0,3,79,21,0.0,0,93,0.0,0.0,0.0,0.0,0.0,0.0,93.0,35.0,0.0,1.0,0.0,20.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216500,ERR1713392,Sweden,4.1,1.0,0.0,0.0,0.0,0,89,0.0,0.0,53,1166,0,6,9692,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,5.0,1.0,2.0,0.0,0.0,6.0,13.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16,1,65,0,13,0,10.0,0,2,8,14019,576,4,12.0,12.0,1,0.0,16,18,47343,0.0,32,55,201,0.0,0,272,0.0,0.0,0.0,0.0,2.0,2.0,8.0,61.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,1.0,0.0,0.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216501,ERR1713349,Denmark,4.1,1.0,0.0,0.0,0.0,0,205,0.0,0.0,66,1626,0,7,8709,0.0,14,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,51.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,1.0,1.0,3.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,0.0,12.0,0.0,11.0,2.0,11.0,1.0,5.0,0.0,0.0,3.0,33.0,24.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,44,0,139,0,97,0,11.0,0,3,8,17163,6974,3,24.0,51.0,4,0.0,1,33,39179,0.0,98,150,299,0.0,16,427,0.0,0.0,0.0,0.0,0.0,5.0,13.0,405.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,55.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,24.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216502,ERR2592262,Latvia,4.1,0.0,0.0,0.0,0.0,0,14,0.0,0.0,8,171,0,0,1045,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,21,0,1,0,0.0,0,0,0,3242,457,0,0.0,7.0,0,0.0,0,0,3357,0.0,5,39,57,0.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216503,ERR1713383,Poland,4.1,0.0,0.0,0.0,0.0,0,297,0.0,0.0,46,1435,0,10,3414,0.0,34,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,23.0,7.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,41.0,1.0,0.0,18.0,0.0,1.0,0.0,80.0,0.0,16.0,0.0,41.0,2.0,0.0,0.0,0.0,8.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,10,1,468,0,12,0,0.0,0,2,18,15534,1723,2,18.0,136.0,7,0.0,3,68,9742,0.0,91,597,379,0.0,13,359,0.0,0.0,0.0,0.0,0.0,4.0,12.0,48.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,228.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216504,ERR1713391,Sweden,4.1,1.0,0.0,0.0,0.0,0,361,0.0,0.0,108,2795,0,25,9008,0.0,4,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,2.0,0.0,0.0,33.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,2.0,9.0,0.0,7.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,3.0,27.0,0.0,9.0,0.0,12.0,0.0,24.0,0.0,0.0,29.0,41.0,92.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,45,2,271,1,10,0,3.0,0,3,9,29423,2852,21,32.0,91.0,8,0.0,9,63,37231,0.0,43,379,568,1.0,3,854,0.0,0.0,0.0,0.0,1.0,1.0,11.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216505,ERR2592334,Spain,4.1,1.0,0.0,0.0,0.0,0,79,0.0,0.0,52,1843,0,4,1711,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,36.0,0.0,10.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,185,0,7,0,0.0,0,2,17,7962,2761,11,6.0,122.0,4,0.0,2,46,17154,0.0,23,268,91,0.0,8,489,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216506,ERR1713406,USA,4.1,0.0,0.0,0.0,0.0,0,145,0.0,0.0,112,3729,0,10,2315,0.0,3,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,0.0,0.0,84.0,0.0,29.0,2.0,21.0,1.0,3.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7,0,395,0,5,0,0.0,0,2,19,12903,1494,16,22.0,253.0,0,0.0,3,107,29252,0.0,56,573,159,0.0,0,1046,0.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216507,ERR1713332,Australia,4.1,0.0,0.0,0.0,0.0,0,15,0.0,0.0,25,298,0,0,4023,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,25,0,5,0,0.0,0,0,0,2156,624,4,2.0,3.0,1,0.0,1,10,22199,0.0,3,27,24,0.0,3,68,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216508,ERR1713372,Luxembourg,4.1,0.0,0.0,0.0,0.0,0,54,0.0,9.0,50,1461,0,5,6145,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0,57,0,16,1,0.0,0,0,9,15422,909,10,5.0,14.0,4,0.0,7,32,41758,0.0,23,90,185,0.0,0,349,0.0,0.0,0.0,0.0,2.0,4.0,77.0,130.0,2.0,33.0,0.0,13.0,5.0,1.0,1.0,2.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,1010.0,1.0,0.0,2.0,2.0,111.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216509,ERR1725977,Croatia,4.1,0.0,0.0,0.0,0.0,0,2,0.0,0.0,1,22,0,0,60,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.0,0,0,1,161,142,0,0.0,0.0,0,0.0,0,0,448,0.0,0,3,2,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216510,ERR1726014,USA,4.1,1.0,0.0,0.0,0.0,0,36,0.0,0.0,60,382,0,23,1300,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,14.0,2.0,3.0,0.0,0.0,2.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,31,1,151,0,5,0,0.0,0,0,9,2163,498,0,17.0,172.0,11,0.0,14,29,3499,0.0,42,268,32,0.0,7,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216511,ERR1713356,Finland,4.1,0.0,0.0,0.0,0.0,0,63,0.0,0.0,32,1341,0,9,4530,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,93,0,6,0,4.0,0,1,11,16560,4190,17,8.0,22.0,7,0.0,2,19,17375,0.0,12,129,188,0.0,0,262,0.0,0.0,0.0,0.0,0.0,2.0,3.0,98.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216512,ERR1713346,Colombia,4.1,0.0,0.0,0.0,0.0,0,659,0.0,0.0,331,1323,0,4,2253,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,1.0,5.0,22.0,0.0,0.0,0.0,0.0,4.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,70,1,186,0,58,0,0.0,0,94,6,16668,331,3,9.0,320.0,19,0.0,1,35,5801,0.0,156,776,125,0.0,3,3939,0.0,0.0,0.0,0.0,0.0,4.0,8.0,22.0,0.0,11.0,0.0,510.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGYA00216513,ERR2592248,Brazil,4.1,0.0,0.0,0.0,0.0,0,135,0.0,0.0,44,433,0,0,1371,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,32,0,1,0,0.0,0,2,3,6627,1146,20,0.0,1.0,0,0.0,2,3,20138,0.0,4,30,56,1.0,0,91,0.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
