run ID,associated phenotype,pipeline,Archaea Euryarchaeota,Bacteria Acidobacteria,Bacteria Actinobacteria,Bacteria Bacteroidetes,Bacteria Chloroflexi,Bacteria Cyanobacteria,Bacteria Elusimicrobia,Bacteria Firmicutes,Bacteria Fusobacteria,Bacteria Lentisphaerae,Bacteria Nitrospirae,Bacteria Proteobacteria,Bacteria Spirochaetes,Bacteria Synergistetes,Bacteria Tenericutes,Bacteria Verrucomicrobia
ERR209089,D006262,3,14.0,0.0,24.0,1077.0,0.0,2.0,0.0,3476.0,0.0,9.0,0.0,82.0,0.0,0.0,176.0,22.0
ERR209090,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209091,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209094,D006262,3,0.0,0.0,10.0,914.0,0.0,1.0,0.0,2562.0,0.0,0.0,0.0,683.0,0.0,0.0,102.0,0.0
ERR209095,D006262,3,0.0,0.0,2.0,361.0,0.0,1.0,0.0,955.0,0.0,1.0,0.0,196.0,0.0,0.0,40.0,0.0
ERR209096,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209099,D006262,3,0.0,0.0,15.0,1851.0,0.0,3.0,0.0,1961.0,0.0,1.0,0.0,155.0,0.0,0.0,16.0,0.0
ERR209100,D006262,3,0.0,0.0,3.0,519.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,33.0,0.0,0.0,5.0,0.0
ERR209101,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209108,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209110,D006262,3,0.0,0.0,2.0,138.0,0.0,49.0,0.0,431.0,0.0,1.0,0.0,43.0,0.0,0.0,6.0,1.0
ERR209111,D006262,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209116,D006262,3,2.0,0.0,3.0,540.0,0.0,1.0,0.0,1431.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,1.0
ERR209118,D006262,3,0.0,0.0,5.0,104.0,0.0,0.0,0.0,314.0,0.0,1.0,0.0,35.0,1.0,0.0,1.0,4.0
ERR209120,D006262,3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209121,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209124,D006262,3,2.0,0.0,16.0,1318.0,0.0,104.0,0.0,2472.0,0.0,6.0,0.0,223.0,0.0,2.0,143.0,7.0
ERR209126,D006262,3,0.0,0.0,0.0,16.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0
ERR209128,D006262,3,1.0,0.0,3.0,236.0,0.0,0.0,0.0,643.0,0.0,1.0,0.0,12.0,0.0,0.0,48.0,1.0
ERR209130,D006262,3,0.0,0.0,0.0,175.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ERR209132,D006262,3,0.0,0.0,0.0,30.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0
ERR209133,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209136,D006262,3,0.0,0.0,3.0,251.0,0.0,2.0,0.0,1084.0,0.0,0.0,0.0,46.0,0.0,0.0,112.0,6.0
ERR209138,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209140,D006262,3,0.0,0.0,0.0,13.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209142,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209144,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209146,D006262,3,0.0,0.0,13.0,1013.0,1.0,21.0,0.0,2926.0,0.0,0.0,0.0,189.0,0.0,0.0,337.0,11.0
ERR209147,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209148,D006262,3,0.0,0.0,27.0,464.0,0.0,0.0,0.0,874.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
ERR209150,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209151,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209152,D006262,3,0.0,0.0,0.0,84.0,0.0,9.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
ERR209153,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209154,D006262,3,0.0,0.0,1.0,304.0,0.0,0.0,0.0,968.0,0.0,1.0,0.0,20.0,0.0,0.0,68.0,0.0
ERR209156,D006262,3,0.0,0.0,2.0,639.0,0.0,1.0,0.0,1348.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0
ERR209157,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209158,D006262,3,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209160,D006262,3,0.0,1.0,6.0,780.0,0.0,10.0,82.0,583.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0
ERR209161,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209162,D006262,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
ERR209164,D006262,3,0.0,0.0,3.0,1123.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
ERR209165,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209166,D006262,3,0.0,0.0,3.0,236.0,0.0,0.0,0.0,463.0,0.0,2.0,1.0,8.0,0.0,0.0,8.0,2.0
ERR209167,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209168,D006262,3,0.0,0.0,0.0,18.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ERR209170,D006262,3,0.0,0.0,3.0,426.0,0.0,1.0,0.0,563.0,0.0,1.0,0.0,48.0,0.0,0.0,16.0,0.0
ERR209171,D006262,3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ERR209172,D006262,3,0.0,1.0,20.0,972.0,0.0,26.0,0.0,2074.0,0.0,1.0,0.0,231.0,0.0,0.0,103.0,3.0
ERR209173,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209174,D006262,3,0.0,0.0,12.0,628.0,1.0,3.0,0.0,2145.0,0.0,9.0,0.0,63.0,0.0,0.0,151.0,69.0
ERR209175,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209176,D006262,3,2.0,0.0,5.0,1160.0,0.0,23.0,0.0,1305.0,0.0,1.0,0.0,78.0,0.0,0.0,39.0,0.0
ERR209177,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209178,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209179,D006262,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209180,D006262,3,0.0,0.0,2.0,855.0,0.0,1.0,0.0,475.0,0.0,0.0,0.0,39.0,0.0,0.0,6.0,0.0
ERR209181,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209182,D006262,3,0.0,0.0,0.0,15.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ERR209183,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209184,D006262,3,0.0,0.0,0.0,23.0,0.0,1.0,0.0,80.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
ERR209185,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209186,D006262,3,0.0,0.0,1.0,179.0,0.0,3.0,0.0,1217.0,0.0,1.0,0.0,20.0,0.0,0.0,32.0,33.0
ERR209187,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209188,D006262,3,0.0,1.0,0.0,783.0,0.0,1.0,0.0,656.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
ERR209190,D006262,3,0.0,0.0,7.0,151.0,0.0,1.0,0.0,705.0,1.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0
ERR209191,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209192,D006262,3,0.0,0.0,2.0,441.0,0.0,1.0,0.0,446.0,0.0,0.0,0.0,11.0,5.0,0.0,13.0,4.0
ERR209194,D006262,3,0.0,0.0,0.0,307.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0
ERR209196,D006262,3,2.0,0.0,0.0,139.0,0.0,26.0,0.0,419.0,0.0,2.0,0.0,8.0,0.0,0.0,135.0,0.0
ERR209198,D006262,3,1.0,0.0,3.0,101.0,0.0,3.0,0.0,263.0,0.0,0.0,0.0,12.0,0.0,0.0,23.0,5.0
ERR209200,D006262,3,0.0,0.0,3.0,466.0,0.0,68.0,0.0,569.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
ERR209202,D006262,3,0.0,0.0,0.0,184.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0
ERR209204,D006262,3,0.0,1.0,30.0,622.0,0.0,8.0,0.0,2033.0,0.0,0.0,0.0,45.0,0.0,0.0,41.0,0.0
ERR209205,D006262,3,0.0,0.0,0.0,40.0,0.0,3.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ERR209206,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209207,D006262,3,0.0,0.0,1.0,150.0,0.0,1.0,0.0,432.0,0.0,1.0,0.0,36.0,0.0,0.0,80.0,0.0
ERR209209,D006262,3,0.0,0.0,10.0,341.0,0.0,0.0,0.0,1349.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,4.0
ERR209213,D006262,3,0.0,0.0,1.0,443.0,0.0,2.0,0.0,495.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
ERR209215,D006262,3,0.0,0.0,0.0,127.0,0.0,2.0,0.0,163.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
ERR209216,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209217,D006262,3,1.0,0.0,2.0,221.0,0.0,3.0,0.0,764.0,0.0,1.0,0.0,25.0,0.0,0.0,37.0,0.0
ERR209218,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209219,D006262,3,1.0,0.0,2.0,631.0,0.0,23.0,0.0,1567.0,2.0,0.0,0.0,46.0,0.0,0.0,86.0,4.0
ERR209220,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209221,D006262,3,0.0,0.0,6.0,512.0,0.0,23.0,0.0,1160.0,0.0,1.0,0.0,14.0,0.0,0.0,125.0,0.0
ERR209223,D006262,3,0.0,0.0,0.0,478.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0
ERR209225,D006262,3,9.0,0.0,1.0,941.0,0.0,2.0,0.0,2026.0,0.0,5.0,0.0,188.0,0.0,3.0,225.0,9.0
ERR209227,D006262,3,0.0,0.0,0.0,13.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209228,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209229,D006262,3,1.0,0.0,6.0,1109.0,0.0,7.0,0.0,2956.0,0.0,7.0,0.0,133.0,0.0,0.0,397.0,6.0
ERR209231,D006262,3,0.0,0.0,3.0,295.0,0.0,6.0,0.0,1146.0,0.0,1.0,0.0,34.0,0.0,1.0,33.0,0.0
ERR209232,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209233,D006262,3,0.0,0.0,8.0,365.0,0.0,4.0,0.0,975.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0
ERR209234,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209235,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209236,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209237,D006262,3,0.0,0.0,3.0,594.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0
ERR209239,D006262,3,0.0,0.0,0.0,6.0,0.0,2.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209240,D006262,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209243,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209244,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209247,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209248,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209249,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209250,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ERR209251,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209252,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209253,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209254,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209255,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209256,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209269,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209270,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209272,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209273,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209274,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209275,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209276,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209280,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209281,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209283,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209285,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209286,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209292,D006262,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209293,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209294,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ERR209295,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209296,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209297,D006262,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209298,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209299,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209300,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ERR209302,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209303,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ERR209304,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209305,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209306,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209307,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209308,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209309,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209310,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209311,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209312,D006262,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209313,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209315,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209316,D006262,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209317,D006262,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209318,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209319,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ERR209320,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209321,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209322,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209323,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209324,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209325,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209326,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209327,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209328,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209329,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209330,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209331,D006262,3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209332,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209333,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209334,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209335,D006262,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209336,D006262,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209337,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209338,D006262,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209341,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ERR209342,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209343,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209344,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209346,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209347,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209349,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209350,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209352,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209353,D006262,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR209354,D006262,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
