NMI,ARI,ASW
0.009664367336600985,0.510829637517536,0.49712166
0.009629591283924368,0.5032686038491381,0.496598
0.006513161389657034,0.49918358008138136,0.49731535
0.004042079052850526,0.5017717028762504,0.4976059
0.007099776621165487,0.4988759329927542,0.4990471
0.009735328194584126,0.49710630524489646,0.49583867
0.002413599237016753,0.5001711826451081,0.49758565
0.0018225900868061439,0.5006904274460886,0.4990057
0.004261444787564806,0.5004318878612773,0.49649394
0.004236493015591877,0.49690328807800915,0.49782586
0.005909774975357615,0.5018136937131126,0.49689052
0.0039685423514937415,0.4949974557694505,0.49806812
0.001801656459219756,0.49962657775509045,0.498763
0.0031803625086203823,0.49975483186950653,0.49874985
0.003421830062098527,0.4971461142264732,0.4986777
0.0018628527272259907,0.49610363184930395,0.49826202
0.0035681700460226296,0.5011368410292651,0.4988502
0.004986853486969722,0.5005365428271953,0.49748453
0.0010246614098154147,0.5004478805074158,0.49826166
0.0030326649060038904,0.501605482230983,0.49851274
0.005616374519411821,0.5018391025106702,0.4964006
0.0018481157292975238,0.5004876044445047,0.49896273
0.00312445216927588,0.4993880393596953,0.49887323
0.0030090120308012428,0.5007908658538868,0.49821046
0.004449162813964031,0.5030961074897125,0.4975112
0.005298730974837646,0.5003622097095789,0.49798062
0.005385394875293889,0.5019941169819424,0.49638617
0.004072839864828324,0.5004375962012427,0.49887282
0.004561353825954872,0.5008874587811931,0.49812445
0.006564927871750874,0.5011305164347536,0.49638942
0.007021275619684782,0.5000922200257282,0.49690905
0.0002918953836233158,0.4999829922483482,0.49923804
0.0052646118792463595,0.5046120084529244,0.4979609
0.0030854768036992757,0.49848307183071155,0.49836048
0.003235632930582875,0.5010447435344817,0.4982214
0.0018830400114862545,0.4991324970049936,0.49840632
0.0036396361073767107,0.5003381976437333,0.49774662
0.006925582866262624,0.5022529089964595,0.4971239
0.001796595545161337,0.49888454029525575,0.49804854
0.00672542678865752,0.5039120426381517,0.4992551
0.0010265655169395137,0.49946033915380256,0.4978283
0.0015584227891839904,0.49812261652200446,0.49912325
0.0077297889669443315,0.5019458486042153,0.49663082
0.006367069666115646,0.4974866839670445,0.49827
0.010121961769428447,0.4952523464874237,0.49776345
0.0007623746567578214,0.4974500372400276,0.49920243
0.001997635865159109,0.4962591041534017,0.49704492
0.0066876824622665474,0.5021668051407628,0.4988534
0.004537360090472262,0.49914956848505115,0.49758855
0.004299709730591902,0.5026600928534684,0.49873236
