kBET,ARI,ASW
0.7464589235127479,0.5251160706035235,0.4904405
0.7422096317280453,0.5156216622820119,0.4838696
0.9518413597733711,0.5261974967551782,0.50044006
0.876770538243626,0.5341779467428847,0.5000927
0.9702549575070821,0.5227995634951534,0.49581712
0.9008498583569405,0.48341490933685616,0.49824542
0.7337110481586402,0.5095953257022198,0.49215072
0.9121813031161473,0.5232219345243942,0.49918693
0.8087818696883853,0.4693895236802246,0.49349856
0.8781869688385269,0.5346069574396375,0.49981564
0.9107648725212465,0.5042715582438575,0.49833214
0.9660056657223796,0.49659762811240726,0.49979383
0.8796033994334278,0.47713207372567734,0.4963603
0.8781869688385269,0.5339090998584459,0.49942017
0.9065155807365439,0.5018542817940966,0.50056463
0.8725212464589235,0.5227622573992545,0.5009117
0.8441926345609065,0.5373876035452914,0.4999777
0.9291784702549575,0.522324228413308,0.50017405
0.9008498583569405,0.5198013282606817,0.49953896
0.8739376770538244,0.5317328159365217,0.5008284
0.896600566572238,0.5269762646174847,0.4909656
0.9490084985835694,0.5013844463718027,0.49891502
0.8824362606232294,0.5326285520970412,0.5000857
0.8158640226628895,0.5232346512588923,0.48288035
0.9164305949008499,0.5251160706035235,0.5001004
0.8852691218130312,0.5311124418355487,0.49636626
0.8753541076487252,0.5297238102215187,0.5004351
0.8597733711048159,0.5317410446033618,0.49983644
0.9065155807365439,0.5081829770641424,0.49779147
0.8753541076487252,0.4739059876753575,0.49520493
0.8838526912181303,0.5354398633397887,0.4989739
0.9320113314447592,0.5201365610645062,0.493999
0.8441926345609065,0.5178391103180846,0.4998352
0.8725212464589235,0.5262180686924927,0.5010532
0.8597733711048159,0.5286674281790787,0.5011735
0.8923512747875354,0.525193408283616,0.49961525
0.6869688385269122,0.528661885005752,0.48619825
0.6855524079320113,0.5258896585965781,0.4779337
0.9220963172804533,0.5213315501175337,0.49985266
0.8682719546742209,0.5251661378099819,0.49945343
0.93342776203966,0.49578701179636075,0.5006633
0.8512747875354107,0.5366270640265496,0.50006783
0.8626062322946175,0.5377770080946546,0.5001223
0.9050991501416431,0.5330637661723416,0.500206
0.7549575070821529,0.4693343687199273,0.49261105
0.8328611898016998,0.5222663019572349,0.501673
0.8583569405099151,0.5358438431036401,0.50142807
0.7351274787535411,0.4051578562014284,0.46920353
0.9390934844192634,0.5198013282606817,0.50180864
0.9008498583569405,0.5237288515353073,0.5018754
