kBET,ARI,ASW
0.9305949008498584,0.5114022418591373,0.5007068
0.9504249291784702,0.5165083085928717,0.5002011
0.9815864022662889,0.5162369797988895,0.49686003
0.9546742209631728,0.5251661378099819,0.5006086
0.9631728045325779,0.5212562094506975,0.499651
0.9107648725212465,0.5065148034462408,0.49352145
0.8640226628895185,0.5202631062638077,0.5011712
0.9575070821529745,0.5179891825034562,0.50093913
0.9759206798866855,0.5021335584330726,0.49476558
0.9575070821529745,0.5141368043012838,0.50046253
0.9730878186968839,0.496987832942724,0.4975407
0.8640226628895185,0.5231698533767424,0.5009717
0.8257790368271954,0.5134416449177741,0.5016057
0.8753541076487252,0.5080216898465963,0.50054663
0.9390934844192634,0.5126906176653361,0.49394995
0.8640226628895185,0.5251335668245449,0.50136983
0.16572237960339944,0.30115416282950314,0.42007476
0.9787535410764873,0.520847052465724,0.4999454
0.9461756373937678,0.5200106494982348,0.50030947
0.9008498583569405,0.5080653029526726,0.49303126
0.9164305949008499,0.5007202943804503,0.49801463
0.9036827195467422,0.5254594353679427,0.50085515
0.9277620396600567,0.5132287893737011,0.499403
0.9589235127478754,0.4987275727915472,0.49584532
0.9645892351274787,0.5022770061543451,0.50045127
0.9730878186968839,0.4963568789281292,0.49943376
0.9277620396600567,0.5168323015656854,0.501763
0.886685552407932,0.5212488630220686,0.50052154
0.9008498583569405,0.5064556475500683,0.49542236
0.9121813031161473,0.5271633062546761,0.50009483
0.9560906515580736,0.5118430742271698,0.4996915
0.9716713881019831,0.5026781498010459,0.49939132
0.9320113314447592,0.5245793635686101,0.49961144
0.8881019830028328,0.507706117068771,0.495929
0.9291784702549575,0.4991667003114285,0.49968457
0.9645892351274787,0.5225448765758363,0.5000999
0.9603399433427762,0.5235508291412434,0.500404
0.9660056657223796,0.5157841724146524,0.50016594
0.8810198300283286,0.5262151346244197,0.49984896
0.9093484419263456,0.5184565589242647,0.5000013
0.9645892351274787,0.5194567323554057,0.5000565
0.9759206798866855,0.5054312325047561,0.4995395
0.9475920679886686,0.5211409442338072,0.5002289
0.9390934844192634,0.5136545056911306,0.50058115
0.9575070821529745,0.5127621148906283,0.50022775
0.9730878186968839,0.5034582532629347,0.4988901
0.9050991501416431,0.5236322305170995,0.49984336
0.9575070821529745,0.5257022351883289,0.49957126
0.9575070821529745,0.5219878888794627,0.5006999
0.9518413597733711,0.5227622573992545,0.499624
