kBET,ARI,ASW
0.8937677053824362,0.5085717463315605,0.49520147
0.9688385269121813,0.5006766895407591,0.49762022
0.8611898016997167,0.5337405070209089,0.5006032
0.8172804532577904,0.5312722069443974,0.5010221
0.8739376770538244,0.5306168496339112,0.49033022
0.8215297450424929,0.5197156540211609,0.48901135
0.8895184135977338,0.5330637661723416,0.4991538
0.8456090651558074,0.4099075567932815,0.48576683
0.8059490084985835,0.46163511125932655,0.49385846
0.8994334277620396,0.5337405070209089,0.49971104
0.8711048158640227,0.520121094971826,0.49758667
0.9150141643059491,0.502171760021314,0.50155777
0.953257790368272,0.5311124418355487,0.49496883
0.8980169971671388,0.5305720629278516,0.5004875
0.8781869688385269,0.5195231909894569,0.49954885
0.8895184135977338,0.5150689144310605,0.5014719
0.8909348441926346,0.5323973886627276,0.49979228
0.9390934844192634,0.5013255839061885,0.5008291
0.9022662889518414,0.5169599884266343,0.5008286
0.9079320113314447,0.5306906148525216,0.5001621
0.8909348441926346,0.527713466175078,0.49996358
0.9164305949008499,0.5276688432187135,0.5006777
0.9475920679886686,0.504515431162533,0.5012253
0.9178470254957507,0.49728744212043297,0.49462366
0.8427762039660056,0.5298388842396129,0.5005673
0.8626062322946175,0.5133243580534095,0.4974532
0.8923512747875354,0.5369899332820794,0.4998895
0.9036827195467422,0.5306487165923135,0.49760914
0.886685552407932,0.5253578468847673,0.49378973
0.8626062322946175,0.529587424536406,0.50159585
0.8498583569405099,0.5078120836190525,0.49696386
0.8923512747875354,0.5218376215155449,0.4955672
0.9745042492917847,0.5003376827301607,0.50009596
0.8555240793201133,0.5202631062638077,0.50220656
0.8824362606232294,0.5267363764386088,0.5007264
0.8555240793201133,0.498851086976945,0.49771088
0.9291784702549575,0.5154091642387802,0.49765927
0.9575070821529745,0.5169770313906632,0.49504972
0.8569405099150141,0.498851086976945,0.49963778
0.9617563739376771,0.5241651456588856,0.50143564
0.9617563739376771,0.5034671570832865,0.49967295
0.8980169971671388,0.5317328159365217,0.4985795
0.7322946175637394,0.5317410446033618,0.48017806
0.8257790368271954,0.5286674281790787,0.50059265
0.9107648725212465,0.5227146193359647,0.5000399
0.8739376770538244,0.5343193034223428,0.5010125
0.8116147308781869,0.5355005546681226,0.50052243
0.9206798866855525,0.5213262558367878,0.49650693
0.896600566572238,0.4845016230739898,0.49787337
0.7379603399433428,0.5286549050932511,0.4796384
