mean_all,mean_intra,mean_inter
3.1047831748246693,2.8229588669218852,2.92142057881301
3.206971605858818,2.9626884649406646,3.1139823369891877
3.257399307350747,3.180105786542188,2.9375026920985725
2.8920565584640086,2.556063697841618,2.64910096114328
2.8952123072191718,2.735705017548189,2.611753228016671
2.9091127795642646,2.8054971984673713,2.5169218142769423
3.5765791153370663,3.4355323179924895,3.2253558444447914
3.2459648942025408,2.7892379265604936,3.097537209099005
3.4760069112712806,3.35011741978622,3.3032005160642672
3.3813085214131418,3.1637676815739995,3.2369543381183834
3.0451439341088076,2.7696152218263275,2.8266608346072517
2.808874278382615,2.559367608316324,2.5635947952057982
3.0349915644747845,2.6747494931712428,2.869896577546899
2.8837877387976247,2.539963845580636,2.6939287070982516
3.315211369360746,3.230341471783152,3.0121245367000147
3.070331490962015,2.886434776551893,2.8134148444434697
3.7624057175163874,3.6435852769911126,3.3999546391002466
3.6658472010424696,3.66287435595252,3.393468818151518
2.955509673173323,2.748588792351219,2.6203877608172097
3.08430365071069,2.9382024082123146,2.8077336161643105
2.671205139097316,2.1768483058780634,2.545371596083996
3.4586966467009916,3.360574285528799,3.002474923057025
3.466357934877267,3.251036827991702,3.207533108397531
3.2319400376313174,2.971494523910495,2.9408685579839107
3.4808694688859885,3.4394302606262657,3.057073354996595
3.2209902061558373,2.859470524912919,2.8530399573974354
3.419260211417145,3.24946070617305,3.1211791183208235
3.030832175404564,2.6720703453939265,2.822621187640865
3.4339912415845277,3.1383313696261856,3.1484336176866994
3.261963482972008,2.898562145899902,2.9667315944350654
3.4713299153171495,3.2720226825565417,3.265770940892812
3.3899620325627797,3.1647885259840494,3.132327933353861
3.230049083172064,3.0180212269446103,2.9268347639674057
3.296462981399871,3.113972990749894,2.884988234201026
3.2230711268703685,2.83071377782474,3.06806862848352
3.3836213450824713,3.131342957002674,3.1967250532460536
3.4711647366057305,3.541363783484256,2.7737169869312157
3.007725151014339,2.7301459569219495,2.830619169192448
2.7933866466301245,2.3933465104739735,2.6123643420534575
3.480784075837508,3.388964344361125,2.988009791318781
2.8014627121482785,2.689779288928854,2.3754535646626214
3.241805405760113,3.012111582248063,3.047004457953084
3.2217676301341753,3.000007670285395,3.0295999696322466
3.0644212205328514,2.789757307300407,2.7841008693435065
3.2885761768170174,3.137798026380977,2.8890302489707382
3.0445645352623356,2.7489759363512265,2.838712893066483
3.192991443318477,2.9924807964124955,2.876499979305684
3.2232949987365145,3.0611759416485613,2.8516578389863723
3.108658486150606,2.866220480551039,2.8883921386248503
3.105270825723486,2.990436850805895,2.667588931202478
