F-statistic,p-value,R2
9.469382809379672,0.001,0.11482301051369903
9.072775204905382,0.001,0.11054549066062425
8.496721065513789,0.001,0.10425844076209427
10.558724815505872,0.001,0.1263629242645707
8.716246919185783,0.001,0.10666479736649942
9.257696572524567,0.001,0.11254504998644457
9.94401173157795,0.001,0.11988824176673053
9.965756873162514,0.001,0.12011891711417874
9.0210630263781,0.001,0.10998471238390206
9.231753931271342,0.001,0.11226507389088612
9.353680517819717,0.001,0.11357938660429105
9.467799159484446,0.001,0.1148060122372694
9.538558395852725,0.001,0.11556487757038417
9.52138266105716,0.001,0.11538079409266147
8.974245357040235,0.001,0.10947640100805754
9.07435289576184,0.001,0.11056258837991303
9.930183217061625,0.001,0.11974148412370372
8.259284816638552,0.001,0.10164112119957264
9.403340249115816,0.001,0.11411358108407157
8.82797124044731,0.001,0.10788451805198454
9.944481186884131,0.001,0.11989322308832084
9.854638401287223,0.001,0.11893888611955035
9.577287509829901,0.001,0.11597968156425376
10.199564213105132,0.001,0.12259155813581236
9.207947187163827,0.001,0.11200799317126825
11.15308603556987,0.001,0.1325332980760287
8.958108110891446,0.001,0.1093010602290977
9.60428080325694,0.001,0.11626856029570637
9.946549281810903,0.001,0.1199151666697731
10.631976701310476,0.001,0.12712812874532808
8.93245063137548,0.001,0.10902213424035992
9.570205270473176,0.001,0.11590385707682682
10.401411298921376,0.001,0.12471505142330723
10.037401906943026,0.001,0.12087808236331352
9.534694459761708,0.001,0.11552347194318596
9.164445741682975,0.001,0.11153785142657811
10.090084486445033,0.001,0.12143548232991731
9.280008948643255,0.001,0.112785706603843
9.697790757914818,0.001,0.11726783350601981
9.91026890259887,0.001,0.11953005380119117
9.899974207490798,0.001,0.11942071517069594
9.147866100256373,0.001,0.11135853594896755
9.018007178115537,0.001,0.1099515519626252
10.199099270172127,0.001,0.12258665489938333
10.05889431807876,0.001,0.12110556492068932
9.8267774474923,0.001,0.11864251816053022
9.64027493114294,0.001,0.11665347119398327
10.011415922720914,0.001,0.12060288107892286
9.381353302454508,0.001,0.11387714484383198
9.477130448881688,0.001,0.1149061612267839
