F-statistic,p-value,R2
9.473300733036963,0.001,0.11486506116326893
6.6940527713876445,0.001,0.0839968923476683
8.802410088831477,0.001,0.10760575488268254
8.574046493062841,0.001,0.10510752943697588
8.360106753416048,0.001,0.1027543729601244
5.980517200976079,0.001,0.07572142362347266
7.287961704181679,0.001,0.09077278273714223
6.808253211008905,0.001,0.08530763344748613
7.588752115594353,0.001,0.09416639315508012
7.239224406173875,0.001,0.09022051820352422
8.117974966799181,0.001,0.10007615414612842
8.111142637004413,0.001,0.10000034980772123
9.861777716457336,0.001,0.11901479775395489
6.6851499909078385,0.001,0.08389455239364701
6.939023585684301,0.001,0.08680395724682032
5.583128277831277,0.001,0.07104741692252417
8.901292772057554,0.001,0.10868317789355368
7.176952978435914,0.001,0.08951391530638736
6.183970166431334,0.001,0.07809623782987482
8.717088050504739,0.001,0.10667399265521058
8.571843477516202,0.001,0.10508336102369534
8.565104417917459,0.001,0.10500942135784182
8.307296265993676,0.001,0.10217159649260354
5.735379916216484,0.001,0.07284374473482681
6.65430118596155,0.001,0.08353975977300168
8.796455082305492,0.001,0.10754078613130966
10.065647367905093,0.001,0.12117701705644275
7.075800034237477,0.001,0.08836377571266381
11.660537006204134,0.001,0.13773284954889456
8.189737294420485,0.001,0.10087158263268947
7.128481108573315,0.001,0.08896313782504241
8.882016105424977,0.001,0.10847334406115718
9.694645855259566,0.001,0.11723426293194487
8.516673393072038,0.001,0.10447768583495527
6.47139917698097,0.001,0.0814305428619586
7.3568410263830435,0.001,0.09155214331991497
5.953152495952659,0.001,0.075401074026244
10.235194543882079,0.001,0.12296714869196378
8.857188450785944,0.001,0.10820294000338224
7.960069862389658,0.001,0.09832093618396866
8.479944029961647,0.001,0.10407400411128681
9.961461546118231,0.001,0.12007336129897689
6.273303411594578,0.001,0.07913513303492585
11.237040787021838,0.001,0.1333978577836402
6.654040138756872,0.001,0.0835367562921551
8.539923203967058,0.001,0.10473302976512462
8.442887806190049,0.001,0.10366636097533306
6.84203966099325,0.001,0.08569470031131884
8.665068750608995,0.001,0.10610495874399638
7.566648121190549,0.001,0.09391787169560027
