F-statistic,p-value,R2
9.19579866192506,0.001,0.11187674810178297
8.56242986748384,0.001,0.10498007331801414
9.720617536050652,0.001,0.11751142370055795
11.133223455970548,0.001,0.13232850232817833
11.120896594147325,0.001,0.13220135595798033
10.5415938713793,0.001,0.12618377724046234
9.846838213271887,0.001,0.11885593253327613
9.961230936676703,0.001,0.12007091534454195
8.8594502873937,0.001,0.10822758100976461
9.432005728678286,0.001,0.11442164539491326
10.8671939542205,0.001,0.12957621975706538
8.510091109804028,0.001,0.10440536863515339
9.461493179048762,0.001,0.11473831984226879
9.102119057755836,0.001,0.110863387720271
10.23045938201005,0.001,0.12291725238538483
10.00193464949992,0.001,0.12050242794624043
9.214225334441235,0.001,0.11207580314669954
9.272700685188434,0.001,0.11270689557973632
9.02886438130647,0.001,0.11006935728545882
9.747505771511948,0.001,0.11779818232137926
9.11603004984349,0.001,0.11101401327256279
9.886623059870786,0.001,0.11927887389898206
8.981745669055073,0.001,0.10955787286248692
9.69936584176316,0.001,0.11728464593455182
10.066141988527642,0.001,0.12118225004259722
8.722702396254947,0.001,0.10673536410923529
9.236602774458394,0.001,0.11231741661058939
10.412560401683855,0.001,0.12483204389771561
9.374300049308141,0.001,0.11380127107237101
10.270867928427649,0.001,0.12334287108974999
10.14266854308977,0.001,0.12199113548819039
8.086395953154252,0.001,0.09972567972839705
8.90468195500171,0.001,0.10872006022676368
8.49107878328764,0.001,0.1041964213759925
9.778984231194547,0.001,0.11813365822275242
10.641745378923067,0.001,0.1272300731018065
8.917279858183448,0.001,0.10885712847913397
9.815213672762056,0.001,0.11851945116686069
9.735461672401424,0.001,0.11766975702571007
9.681909599444873,0.001,0.11709828239755456
9.389359812612414,0.001,0.1139632573182716
10.407974856672647,0.001,0.12478392952901202
9.491641299038395,0.001,0.11506185535368951
8.569954730801527,0.001,0.10506263929021696
10.006720120652409,0.001,0.12055313239828515
10.33556518064643,0.001,0.12402346055063088
9.569469061586426,0.001,0.11589597426681776
8.950604943648615,0.001,0.10921951033556478
9.726241898613205,0.001,0.11757142202269256
8.77553027210727,0.001,0.10731242271259848
