mean_all,mean_intra,mean_inter
24.671190263833196,23.365498082589465,26.20952932509445
25.091263689291864,23.85106405640309,26.55244080778956
25.01613085339066,23.86267044125012,26.375113646658285
24.35347735341351,23.26500112670067,25.635897146424483
24.951932406459687,23.764177152263493,26.351320661207332
24.322357686075325,23.049616935881115,25.82187406444385
24.817609110360863,23.60475736065328,26.246565528187467
24.63924329372144,23.51575643203028,25.96291188037642
24.932889153375573,23.741751604909567,26.336262356081598
24.333792010921222,23.122510101146077,25.760898876362745
24.402635124307718,23.23349853250098,25.780087262692255
24.29483695871334,23.076659675746654,25.73006780779732
24.649412778166987,23.72007405473177,25.74434011244976
24.489319970725223,23.128031740316267,26.09316112758852
24.606858056417394,23.568408496461075,25.830337483022134
24.660888525272725,23.57387181384592,25.94158874807621
24.79812881892755,23.75625814922388,26.025638925069792
24.575246448206695,23.54028517090285,25.794616053570163
25.224839772449855,24.154765474535516,26.485578800055364
24.592416740856223,23.43889905337453,25.95146701472594
24.350221713201588,23.216471524914017,25.685982335352012
25.156241169359927,23.874735585798696,26.66608409002351
24.93916932615854,23.922672208061496,26.136784847558598
24.690158972252696,23.75540941426832,25.7914612379784
24.70205021366885,23.601395495378668,25.99881844926818
24.436335882893303,23.324655163321605,25.74609472125838
25.018325374484302,23.69676428709938,26.57536084714111
24.61589835789685,23.411545804420896,26.034841201513338
24.993910484659022,23.996592867159027,26.168929121917653
24.56881460360591,23.511645000529413,25.814349591218026
25.28796251235491,24.067458749318302,26.725934371317187
24.37682549360561,23.26948589335204,25.681469716510325
24.393646010650095,23.31129625325377,25.668847726389405
24.518389884746526,23.29679557434946,25.957646603668028
24.645519640140574,23.55074752124775,25.935357120876937
24.31142621104372,23.12159926191123,25.713255293184915
24.166243684202787,23.893641713665318,24.48741759140588
24.652718298391697,23.36388959281096,26.171189167368684
25.088193144040833,23.946133884475028,26.433743339180754
24.903163432722245,23.838227661353848,26.15784835644592
25.319824620600663,24.39574039743655,26.40856121319826
23.903971399398383,22.765105181364433,25.245759620174653
25.03792880424151,23.989759338097805,26.27286001984724
24.738817869823244,23.763497308999398,25.887920037638462
25.06320240192089,24.060945701979453,26.24404016221297
24.88527263318072,23.39809679297472,26.637431923721707
24.335902720950838,23.083123604186714,25.811900722727096
25.14347386644019,23.820128629328405,26.70261138677362
24.330152814661325,23.237924365489334,25.616993397241515
25.567095518448443,24.392692445600503,26.950752514009473
