sample,OTU1,OTU2,OTU3,OTU4,OTU5,OTU6,OTU7,OTU8,OTU9,OTU10,OTU11,OTU12,OTU13,OTU14,OTU15,OTU16,OTU17,OTU18,OTU19,OTU20,OTU21,OTU22,OTU23,OTU24,OTU25,OTU26,OTU27,OTU28,OTU29,OTU30,OTU31,OTU32,OTU33,OTU34,OTU35,OTU36,OTU37,OTU38,OTU39,OTU40,OTU41,OTU42,OTU43,OTU44,OTU45,OTU46,OTU47,OTU48,OTU49,OTU50,OTU51,OTU52,OTU53,OTU54,OTU55,OTU56,OTU57,OTU58,OTU59,OTU60,OTU61,OTU62,OTU63,OTU64,OTU65,OTU66,OTU67,OTU68,OTU69,OTU70,OTU71,OTU72,OTU73,OTU74,OTU75,OTU76,OTU77,OTU78,OTU79,OTU80,OTU81,OTU82,OTU83,OTU84,OTU85,OTU86,OTU87,OTU88,OTU89,OTU90,OTU91,OTU92,OTU93,OTU94,OTU95,OTU96
ERR2683257,0,270,0,0,209,4396,0,37,3402,0,33,1,88,1,206,0,38,0,12,26,8138,145,20,97,1285,53,1,7,60,58043,0,228,301,108,0,0,1392,0,2,23,17,0,1,4,0,0,2601,3,0,91,0,0,1,0,0,0,8,0,0,0,0,0,0,0,2,46,0,0,0,0,6,0,0,9,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683259,0,190,0,0,63,4559,0,15,3169,0,14,0,34,0,271,0,108,0,3,10,24157,1124,41,21,45,3,0,1,141,43288,0,20,589,199,0,0,854,0,1,36,112,1,7,0,0,0,52,8,0,3,0,0,200,0,0,0,1,45,0,0,0,0,0,0,0,141,1,0,0,0,1,0,0,20,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683261,1,265,0,0,62,1190,0,12,4849,0,18,0,25,1,126,0,24,2,19,30,24438,1347,14,15,87,30,0,3,62,43200,0,84,1104,334,0,1,466,0,1,18,19,1,5,0,0,0,8,4,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683264,0,119,0,0,403,587,0,14,10878,0,23,0,73,2,168,0,42,6,8,20,24002,246,11,44,130,6,0,44,54,37444,0,264,828,52,0,0,305,0,0,18,284,0,0,0,0,0,9,2,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683265,0,69,0,3,144,1442,0,10,17805,0,7,0,16,1,120,0,171,4,50,218,29283,808,35,47,54,78,0,7,80,25747,0,310,146,361,0,1,389,37,3,90,16,5,5,0,1,0,18,75,0,7,1,0,3,0,0,0,8,0,9,0,0,0,0,5,0,211,1,0,0,0,7,0,0,86,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683268,1,154,0,0,342,688,0,14,4081,0,11,1,89,0,218,0,58,1,5,8,14279,181,5,6,341,28,1,2,35,26356,0,87,1444,191,0,4,498,0,0,1940,25,0,5,0,0,0,320,81,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,5,17,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683273,1,210,0,0,86,2864,0,21,7195,0,16,0,47,0,235,0,21,0,0,23,19018,404,33,25,69,0,1,3,36,124980,0,57,187,118,0,0,356,8,0,77,107,0,23,2,0,0,7,11,0,4,0,0,21,0,0,0,2,0,1,0,0,0,2,1,0,330,2,0,0,0,0,0,0,73,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683276,0,25,0,1,64,1371,0,0,13658,0,0,0,8,0,37,0,7,0,0,2,3152,146,6,3,14,0,0,15,8,36705,1,11,26,38,0,0,34,0,0,6,6,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683277,0,223,0,0,962,2916,0,10,3018,0,2,0,92,3,290,0,108,4,20,36,27940,1988,4,18,374,111,0,5,61,19547,0,210,1535,694,0,6,1264,0,0,123,40,0,4,3,0,0,11,16,0,0,0,0,7,0,0,0,2,0,0,0,0,0,3,2,0,943,5,0,0,0,2,0,0,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683525,0,1,0,0,3,41,0,0,77,0,0,0,0,1,0,0,1,0,0,0,188,9,0,0,1,0,0,0,2,213,0,3,0,4,0,0,10,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683527,0,1,0,0,3,31,0,0,47,0,0,0,0,0,0,0,0,0,0,0,241,21,0,0,1,0,0,0,1,335,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683528,0,7,0,0,0,23,0,3,61,0,0,0,1,0,0,0,0,0,0,0,176,29,0,0,1,0,0,0,0,359,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683529,0,4,0,0,1,12,0,2,60,0,0,0,2,0,10,0,0,0,0,1,105,11,0,0,3,0,0,0,1,171,0,5,15,2,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683534,1,17,0,0,18,85,0,1,190,0,13,0,1,0,17,0,3,0,1,0,446,45,1,2,6,0,0,2,6,712,0,9,11,8,0,2,46,1,0,25,4,3,2,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683535,0,14,0,0,13,80,0,1,210,0,0,0,4,0,17,0,7,0,0,3,607,42,1,1,6,1,0,2,7,667,0,3,22,12,0,0,41,3,0,9,1,3,0,0,0,0,9,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683116,0,257,0,0,82,1110,0,4,10739,0,1,0,6,0,25,0,44,0,23,29,19748,149,56,3,35,51,0,2,3,18697,0,635,20,434,0,0,283,4,6,9,53,0,19,0,0,0,0,4,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683117,0,128,0,0,139,1243,0,0,9801,0,7,3,8,0,74,0,41,0,16,25,15751,1432,38,2,38,39,0,10,8,19908,0,193,68,352,0,0,387,4,0,5,394,0,32,0,0,0,7,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,146,2,0,0,0,23,0,0,6,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683119,0,42,0,0,47,2345,4,6,10083,0,0,1,15,1,98,0,13,0,0,15,17811,1772,17,15,21,3,0,4,21,26898,0,46,39,95,0,3,201,2,0,18,109,1,0,0,0,0,9,6,0,0,0,0,10,0,0,0,2,0,0,0,0,0,3,0,0,110,1,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683120,1,241,0,1,124,1357,1,20,4602,0,24,0,95,7,797,0,46,1,6,23,11414,1211,2,73,83,18,0,0,38,18960,0,185,530,261,0,82,301,1,0,45,30,6,14,0,0,0,132,23,0,0,0,0,103,0,0,0,149,0,0,0,0,0,0,1,2,1392,0,0,0,0,0,0,0,47,318,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683122,4,237,1,0,138,1898,0,83,37016,0,96,7,52,4,830,0,188,5,180,78,28269,69,23,3875,366,66,3,14,87,16947,0,2214,3049,1773,0,8,1187,0,1,2117,6,3,0,0,0,0,18,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683123,5,161,0,0,173,1332,0,13,12701,0,12,1,44,3,220,0,122,1,34,121,19852,1315,15,48,187,121,0,21,56,48129,2,357,525,391,0,3,174,0,4,5,27,0,2,0,0,0,34,23,0,1,0,1,8,0,0,0,3,0,3,0,0,0,0,0,0,43,0,0,0,0,1,0,0,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683125,0,43,0,0,40,8086,0,15,2966,2,3,0,13,2,109,0,94,0,4,6,3134,113,13,61,239,4,0,5,8,54137,0,15,92,104,0,0,218,0,1,437,8,0,3,0,0,0,793,2,0,1,1,0,0,0,0,0,70,6,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683126,0,10,0,0,79,6565,0,15,2250,104,1,0,4,0,54,0,78,0,5,2,1918,76,70,256,182,2,0,0,36,35119,0,16,79,36,0,0,189,0,1,6,14,0,1,0,0,0,204,1,0,0,1,0,0,0,0,0,7,3,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683127,0,24,0,1,115,9662,0,3,2082,7,6,0,34,0,55,0,60,0,1,2,3518,54,16,26,51,3,0,3,297,21961,0,17,77,33,0,0,483,2,2,18,6,10,1,1,0,0,5,3,0,3,0,0,5,0,0,0,2,1,1,0,0,0,0,0,1,27,0,0,0,0,1,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683130,2,17,1,1,719,2081,0,135,2766,21,0,7,181,2,262,0,1419,0,3,7,854,48,222,60,118,3,1,19,678,20514,5,16,13,35,0,0,4973,3,45,565,50,1009,18,3,0,0,605,2,0,1372,3,3,187,0,0,0,241,37,219,0,2,0,0,3,10,76,3,1,0,1,111,8,0,399,970,1,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683131,0,418,0,0,72,9900,0,9,4189,1,1,0,23,0,112,0,43,3,2,26,33640,1632,23,4,14,3,0,4,44,14890,0,39,183,388,0,0,377,1,1,99,103,5,70,0,0,0,13,6,0,1,0,0,8,0,0,0,1,0,4,0,1,0,0,0,3,548,0,0,0,0,2,0,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683132,2,81,0,2,1014,3442,0,170,3381,0,0,3,90,1,747,0,705,0,11,36,1118,89,167,143,145,5,3,29,1620,11543,1,51,20,29,0,9,2294,102,1,4814,23,405,6,4,0,2,68,25,2,93,3,0,13,0,2,0,25,7,447,0,0,0,0,10,6,512,0,0,1,0,98,2,0,81,167,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683134,0,288,0,2,180,4782,0,12,7194,0,10,0,45,0,149,0,26,2,11,37,36844,891,23,25,52,3,0,8,23,33112,0,97,395,151,0,2,377,8,1,79,184,1,27,48,0,1,50,33,0,3,0,0,27,0,0,0,1,0,0,0,0,0,0,3,0,536,0,0,0,0,1,0,0,129,97,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683135,0,128,0,0,46,1867,0,4,3565,0,4,0,6,0,98,0,16,0,17,6,15542,906,45,3,22,29,0,4,16,34893,0,64,156,140,0,2,160,3,1,73,313,0,22,0,0,0,5,19,0,4,1,0,5,0,0,0,2,0,0,0,0,0,0,0,2,147,0,0,0,0,9,0,0,8,159,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683139,0,622,0,0,35,4114,0,12,8422,0,0,1,18,2,108,0,33,0,4,37,36102,8735,39,13,36,11,0,6,51,24380,0,37,179,490,0,0,447,3,0,33,289,0,5,0,0,0,8,15,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683142,2,510,0,0,57,1865,0,18,5663,0,5,0,18,3,177,0,18,1,2,26,20695,1583,26,14,64,10,0,3,48,34435,0,48,434,141,0,0,515,6,6,63,423,0,22,0,0,0,5,4,0,0,0,0,9,0,0,0,5,0,3,0,0,0,0,1,3,726,0,0,0,0,0,0,0,65,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683148,11,935,0,0,467,1233,0,163,11974,0,186,4,824,11,2595,0,28,2,9,22,6749,748,9,159,787,22,1,5,329,15154,0,1655,1521,78,0,2431,1118,1,0,67,15,0,1,0,0,0,4,1,0,1,1,0,42,0,0,0,0,2,1,0,0,0,0,0,1,182,0,0,0,0,3,0,0,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683149,0,447,0,0,63,3874,0,5,4373,0,14,0,51,3,294,0,10,0,1,9,35831,4069,91,6,40,3,0,4,66,30366,0,31,523,178,0,3,489,2,0,93,229,0,6,0,0,0,9,5,0,0,0,0,57,0,0,0,4,0,0,0,0,0,0,0,1,957,0,0,0,0,3,0,0,18,33,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683150,3,726,0,0,39,4287,0,4,2569,0,0,3,32,1,194,0,20,2,6,24,31149,2898,71,19,42,2,0,3,59,23944,0,38,440,350,0,6,573,1,1,411,249,1,24,1,0,0,45,5,0,2,0,0,20,0,0,0,4,0,2,0,0,0,2,0,5,1365,4,0,0,0,5,0,0,46,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683151,0,104,0,0,111,4473,0,2,5934,0,12,0,15,0,114,0,18,0,4,7,19093,3336,7,10,17,2,0,9,39,55960,0,18,74,349,0,0,479,0,0,105,182,7,3,0,0,0,7,7,0,1,1,0,13,0,0,0,1,1,1,0,0,0,0,0,1,582,0,0,0,0,2,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683152,0,391,0,2,88,5393,0,3,2357,0,8,8,17,1,88,0,17,0,1,13,24520,11629,15,16,4,3,0,9,45,19395,0,13,178,259,0,0,435,5,3,60,1139,6,35,0,0,0,6,40,0,0,0,0,11,0,0,0,2,0,3,0,0,0,1,1,3,846,0,0,0,0,6,1,0,39,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683153,0,77,0,0,59,2744,0,8,4339,0,8,0,31,1,107,0,21,1,2,3,34673,6383,14,14,75,5,0,10,68,32038,0,21,339,217,0,0,870,2,0,36,57,0,5,0,0,0,31,2,0,0,0,0,16,0,0,0,3,1,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,4,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683154,0,395,0,0,76,2811,2,18,5673,2,16,0,59,0,598,0,13,0,12,7,27148,8843,19,19,250,14,0,9,77,27317,0,65,955,195,0,25,740,2,0,35,509,0,8,0,0,0,7,10,0,1,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,1662,1,0,0,0,1,0,0,36,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683155,4,592,0,0,61,6153,0,13,3007,0,34,1,88,1,1017,0,23,0,0,10,20732,3012,8,18,120,8,0,14,41,24582,0,125,327,228,0,13,650,0,0,38,262,0,12,0,0,0,15,6,0,8,0,0,74,0,0,0,2,0,0,0,0,0,0,2,2,542,0,0,0,0,0,0,0,5,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683156,0,706,0,0,51,3470,0,4,3418,0,4,0,11,0,152,0,26,1,2,29,42093,547,66,6,58,5,0,0,46,17088,0,28,179,634,0,1,450,7,2,125,864,0,34,2,0,0,3,77,0,0,1,0,5,0,0,0,8,0,1,0,0,2,1,0,3,673,0,0,0,0,0,0,0,21,130,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683157,0,511,0,0,90,2030,0,15,8782,0,11,2,45,1,106,0,22,0,2,11,16983,1038,33,7,39,6,0,13,41,50548,0,23,149,121,0,3,444,2,1,17,288,0,8,0,0,0,3,6,0,5,0,0,5,0,0,0,7,0,1,0,0,0,0,0,2,708,0,0,0,0,0,0,0,217,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683158,1,274,0,0,62,1976,0,34,10328,0,2,0,52,0,97,0,41,0,3,52,22794,5281,12,10,76,41,0,7,69,32401,0,34,633,340,0,15,825,0,2,107,122,0,4,1,0,0,9,5,0,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,318,1,0,0,0,1,0,0,19,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683159,0,104,0,0,17,699,0,12,2440,0,1,0,5,0,48,0,5,0,0,4,8266,3800,26,3,35,5,0,3,18,60198,0,3,77,70,0,1,362,1,0,12,40,0,2,0,0,0,1,3,0,0,0,1,10,0,0,0,2,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,6,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683161,0,379,0,0,579,902,0,213,6385,0,837,1,44,0,521,0,15,0,1,8,10464,81,6,44,695,89,0,4,239,43179,0,907,434,106,0,0,158,0,2,16,26,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683162,0,81,0,0,105,1107,0,6,10771,0,7,0,14,1,60,0,5,0,2,7,8972,1106,59,18,29,4,0,62,30,38898,0,26,70,96,0,0,203,0,0,42,235,0,9,0,0,0,3,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,257,0,0,0,0,4,0,0,8,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683163,3,670,0,11,1401,1913,0,20,5969,0,76,0,97,6,718,0,187,9,38,39,18397,769,29,17,319,38,2,16,156,14893,0,783,1299,370,0,4,612,2,3,142,47,8,14,0,0,0,84,20,0,3,1,0,37,0,0,0,1,0,1,0,0,0,1,0,1,427,0,0,0,0,25,1,0,43,406,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683164,0,424,0,0,2048,1819,0,82,3740,0,187,2,468,15,1187,0,212,5,7,9,21808,284,4,19,595,33,1,14,106,26671,0,197,3467,173,0,19,1037,1,0,5,16,0,1,0,0,0,20,4,0,0,0,0,10,0,0,0,1,2,0,0,0,0,0,0,2,84,0,0,0,0,70,0,0,19,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683165,28,578,0,0,492,776,0,60,4893,0,17,20,223,3,761,0,15,2,9,29,48444,137,178,37,113,20,0,4,87,14049,0,127,2502,109,0,16,866,1,0,11,10517,1,16,1,0,0,13,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,145,1,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683166,0,136,0,0,211,1552,0,5,4359,0,7,1,12,5,284,0,20,0,6,14,42183,221,442,8,123,6,0,3,109,25582,0,46,385,132,0,1,396,2,0,24,730,0,7,0,0,0,16,2,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,10,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683167,0,165,0,0,163,1351,0,12,15666,1,18,0,93,0,459,0,83,20,0,8,18701,513,45,98,217,14,1,25,133,49684,0,275,1536,98,0,59,358,17,0,99,94,1,3,0,0,0,16,3,0,2,0,0,8,0,0,0,0,0,1,0,0,0,1,2,0,27160,0,0,0,0,7,0,0,16,169,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683168,0,329,0,3,400,1970,0,16,4866,0,19,0,38,0,328,0,35,0,4,39,16678,1308,35,55,120,4,0,4,75,30219,0,179,646,79,1,0,321,3,3,95,161,0,21,3,0,0,31,18,0,2,1,0,12,0,0,0,2,1,0,0,0,0,1,4,5,445,0,0,0,0,1,0,0,56,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683169,0,20,0,4,598,5493,0,36,14317,0,3,0,106,0,516,0,143,0,4,72,4670,241,62,14,26,17,6,29,268,35751,0,38,30,107,0,0,529,28,3,47,30,25,5,3,0,0,42,46,0,26,0,0,26,0,0,0,18,4,2,0,0,0,0,7,0,40,0,0,0,0,14,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683171,6,2922,0,6,4211,2597,0,63,3071,0,2431,16,112,11,2921,0,154,5,32,59,9101,274,25,646,641,43,8,118,303,15868,0,998,1348,111,0,18,992,5,6,408,39,2,13,0,0,0,56,6,1,1,0,0,62,0,0,0,1,2,1,0,0,0,6,0,2,110,0,0,0,0,6,0,0,12,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683175,0,369,0,0,190,1657,0,21,5803,0,0,0,33,2,135,0,11,0,12,34,17610,905,52,9,83,6,0,40,34,24224,0,78,276,179,0,3,209,1,4,47,416,0,11,0,0,0,10,501,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,477,1,0,0,0,0,0,0,49,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683176,1,156,0,0,96,4424,0,6,7338,1,10,0,50,0,192,0,26,1,8,8,23603,2315,30,17,64,11,0,6,68,23242,0,36,258,253,0,4,758,2,3,63,172,0,11,1,0,0,16,13,0,0,0,0,9,0,0,0,14,0,0,0,0,0,2,0,3,1293,3,0,0,0,0,0,0,57,71,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683178,0,120,0,0,126,1182,0,10,2056,0,24,0,47,0,542,0,33,1,1,6,5702,218,7,10,75,3,0,5,45,98442,0,25,288,47,3,2,203,0,0,30,85,5,4,0,0,0,8,8,0,1,0,0,16,0,0,0,0,0,0,0,1,0,0,1,0,88,0,0,0,0,3,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683180,0,15,2,0,299,711,0,37,4003,0,0,1,231,0,431,0,54,0,43,22,953,97,31,19,81,3,0,101,225,10535,0,159,22,23,0,0,542,54,0,9,21,11,5,0,0,0,8,3,0,10,0,0,32,0,0,0,4,0,23,0,0,0,0,0,1,152,1,0,0,0,5,0,0,92,199,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683181,0,179,0,0,130,1349,0,4,5346,0,0,0,26,2,87,0,63,2,33,86,16832,1056,16,8,139,30,0,3,13,20684,0,86,452,414,0,5,203,0,0,31,253,0,9,0,0,0,10,31,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,317,8,0,0,0,2,0,0,8,537,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683182,2,1114,0,2,834,5883,0,19,4824,0,167,5,204,3,848,0,83,0,9,57,31493,229,15,97,202,20,0,6,103,9633,0,455,690,386,0,9,566,15,6,165,156,0,66,1,0,0,17,46,0,1,1,0,35,0,0,0,2,0,0,0,0,0,1,0,4,357,0,0,0,0,19,0,0,146,710,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683183,12,1151,0,0,1113,1984,0,66,2606,0,69,21,335,11,1884,0,16,0,14,6,12303,162,18,108,408,9,4,15,465,11839,0,228,494,117,0,267,447,2,1,47,16,1,8,3,0,0,24,27,0,2,0,0,607,0,0,0,1,0,32,0,0,0,0,1,1,63,38,0,0,0,2,0,0,110,613,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683184,0,429,0,0,431,5154,0,22,17633,0,41,7,79,5,332,0,179,3,72,117,40501,854,17,68,158,82,0,5,66,28949,0,782,533,767,0,10,459,40,3,11,75,1,19,0,0,0,24,39,0,9,4,0,7,0,0,0,15,0,0,0,0,0,0,1,0,77,0,0,0,0,3,1,0,100,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683185,0,246,0,0,161,2486,0,7,3862,1,11,2,43,2,188,0,31,0,9,21,27971,146,17,31,88,6,0,1,24,8311,0,150,281,205,0,1,252,7,1,487,64,0,23,0,0,0,54,30,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,75,1,0,0,0,76,0,0,18,532,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683187,0,98,0,0,84,1345,0,2,2427,0,1,0,30,3,89,0,12,0,3,11,15737,774,5,11,44,1,0,3,23,33743,0,28,152,145,1,2,407,0,0,35,58,0,7,0,0,0,10,12,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,460,0,0,0,0,0,0,0,30,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683190,0,221,1,0,95,3917,0,13,5647,0,4,0,20,0,81,0,39,0,1,35,46502,699,15,6,18,12,2,8,13,30703,0,20,192,758,0,5,886,1,0,16,78,0,13,0,0,0,3,34,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,3,4,234,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683197,1,267,0,0,49,1360,0,22,5592,0,13,0,38,0,185,0,28,0,3,10,14907,1602,20,12,64,10,0,3,60,16230,1,79,180,255,0,3,291,4,0,85,62,1,5,0,0,0,9,4,0,6,0,0,10,0,0,0,8,0,0,0,0,0,0,2,1,762,0,0,0,0,0,0,0,88,91,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683198,1,1003,0,0,79,2318,0,33,4217,0,8,0,42,1,374,0,13,0,1,29,21361,2166,13,36,88,5,0,3,75,44022,0,45,1059,210,0,0,587,0,2,119,49,1,2,0,0,0,31,2,0,0,0,0,18,0,0,0,1,1,0,0,0,0,0,0,2,453,0,0,0,0,0,0,0,3,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
