R2,p-value,test statistic
0.20805276091800082,0.001,19.177857813633327
0.18455918834263166,0.001,16.522132025289306
0.17772561788955277,0.001,15.77815190184862
0.2361975942458943,0.001,22.57445675747349
0.21100669895451316,0.001,19.52296553502857
0.21039052069240724,0.001,19.45076447665443
0.1973000609302778,0.001,17.943074051559446
0.22261334611612482,0.001,20.904364881088668
0.2332853997709852,0.001,22.211438491187167
0.22130160710303928,0.001,20.746180377258774
0.2156514850302855,0.001,20.070871693839692
0.18995752952414804,0.001,17.118731622944196
0.19187659229828258,0.001,17.33273792626569
0.18192194700227876,0.001,16.23353918675941
0.1832183435656584,0.001,16.37517073862962
0.1697568890816607,0.001,14.926053272822765
0.20034850804492713,0.001,18.289769023655353
0.20149402573198322,0.001,18.42073115597969
0.18811593921251243,0.001,16.914316003683574
0.18803913384366225,0.001,16.905810788108017
0.1823891355279845,0.001,16.284527850716422
0.28584121237962123,0.001,29.218163894951868
0.20140296467297747,0.001,18.410306788963684
0.21499484618442588,0.001,19.99302003964973
0.1875726734247713,0.001,16.854190783722224
0.2217861624203073,0.001,20.80455149324489
0.1974386917726346,0.001,17.958783150456984
0.1951301548030661,0.001,17.697894119935018
0.21033043790169162,0.001,19.443730268676617
0.21253585399204775,0.001,19.702633345369865
0.2411882324912494,0.001,23.203041552275565
0.20425012583533753,0.001,18.7373692036479
0.19754794793729635,0.001,17.971167451504975
0.2620876412202993,0.001,25.927737327399488
0.17600286147876787,0.001,15.592540662225845
0.2019956756888983,0.001,18.478201027317965
0.2114131300302363,0.001,19.57065109744852
0.19063361650579141,0.001,17.19401038729001
0.16845887760633868,0.001,14.78880326430921
0.2273398702815514,0.001,21.478797588016658
0.19525604623909898,0.001,17.71208259327807
0.19117412781559917,0.001,17.25428403130635
0.22514092571402858,0.001,21.21067962231599
0.2288353406399214,0.001,21.662014284441206
0.18143040086550657,0.001,16.179954981452816
0.1854215180183332,0.001,16.61690201097525
0.21136325963304908,0.001,19.564797280473215
0.19668979306904968,0.001,17.873985379691334
0.19649770808283895,0.001,17.85226107547445
0.20465674578038548,0.001,18.784270015123358
