R2,p-value,test statistic
0.13918741174302887,0.001,11.803592554118094
0.12176370444379583,0.001,10.121137636161663
0.18622268036689488,0.001,16.705129694339913
0.3014762354821505,0.001,31.50610803540474
0.13066657036184554,0.001,10.97238333556899
0.18791264834287671,0.001,16.891807637488988
0.1615128583993304,0.001,14.061561684348797
0.17694328794968125,0.001,15.69376670065603
0.1463211822411407,0.001,12.51225411876213
0.11360665599930388,0.001,9.35621408269811
0.13849592340471836,0.001,11.735524744700683
0.19430600300637638,0.001,17.605118410206714
0.18178933223691174,0.001,16.21907630412006
0.1329730511749142,0.001,11.195768192583637
0.21610926649135903,0.001,20.125223809263602
0.19103581111903684,0.001,17.238852353873167
0.13318313144358435,0.001,11.21617373641234
0.1079227753628135,0.001,8.831480486108774
0.1514776745134251,0.001,13.031914314262774
0.1686682924687363,0.001,14.81091751784856
0.13651615281311305,0.001,11.541245603868656
0.18624847957777818,0.001,16.707973709374254
0.18738033789262484,0.001,16.832923572989024
0.16527248730258798,0.001,14.453688646372
0.17256207283647643,0.001,15.224140571179392
0.14973491740141925,0.001,12.855577859198155
0.1607908392626691,0.001,13.986657695516632
0.1615943372330116,0.001,14.070022593929357
0.19254411064319446,0.001,17.407415392250776
0.17549681053102573,0.001,15.538165688620373
0.18789745719686143,0.001,16.890126126222338
0.13739167424336432,0.001,11.627052417988377
0.1911699345878905,0.001,17.253816124905725
0.14336770463825066,0.001,12.217426888128998
0.18244300008832098,0.001,16.290410341892024
0.12906864169729745,0.001,10.818316224443468
0.14368763661720713,0.001,12.249265480203267
0.14084803954594344,0.001,11.967506750982613
0.17861926944536508,0.001,15.87474137688495
0.1749716833267257,0.001,15.481811502367234
0.11306159479762276,0.001,9.305602702301767
0.23847000241819483,0.001,22.859651270215636
0.17290894974976803,0.001,15.261141234588672
0.13191281965423735,0.001,11.092936346466727
0.1619126603055572,0.001,14.103093606705691
0.16434515177159778,0.001,14.356640310004579
0.149417239207235,0.001,12.823512261125678
0.15920627180556102,0.001,13.82272185445974
0.16488077753144936,0.001,14.412668797417213
0.19658145818750286,0.001,17.861731713725913
