R2,p-value,test statistic
0.21738615558243202,0.001,20.27716410936687
0.2581006720197191,0.001,25.396099372043484
0.19228812056342184,0.001,17.37876235139858
0.18073554936474123,0.001,16.104317834608473
0.23074632739192627,0.001,21.89717449446965
0.20399539119918494,0.001,18.70801172869447
0.18420889642817978,0.001,16.483692185879864
0.2503791963904279,0.001,24.38256949178917
0.19056888473603947,0.001,17.18679739806425
0.20241430302088181,0.001,18.526215021771176
0.21880499677015905,0.001,20.446578252782487
0.217839568327118,0.001,20.331236206704876
0.21099675647696375,0.001,19.521799624095774
0.18892181979627415,0.001,17.00365412575139
0.226941458454167,0.001,21.43010597105211
0.2436482315760495,0.001,23.51593748780927
0.23509852391208333,0.001,22.437127894376665
0.2030134322545409,0.001,18.59501923163488
0.2271331376498493,0.001,21.453525640910495
0.20070440371532342,0.001,18.330416856194425
0.2131731476236293,0.001,19.777718222917468
0.1572159720392096,0.001,13.61768327127842
0.2332469772313982,0.001,22.20666737825258
0.19589464458340752,0.001,17.78412363287895
0.1779488673272467,0.001,15.80226192579221
0.21688808043567936,0.001,20.217837931279462
0.22495290206289076,0.001,21.18782444873246
0.20276806620933516,0.001,18.56682880589196
0.2043361991328141,0.001,18.747293166332362
0.2065617750371271,0.001,19.004642205656104
0.22185949978280783,0.001,20.813392285357807
0.23796364976994863,0.001,22.795955111540295
0.1924167617586373,0.001,17.393158925597294
0.18723489301552465,0.001,16.816847909287
0.19528601784537242,0.001,17.715461168627847
0.1809590767753528,0.001,16.12863561516755
0.18884518194011699,0.001,16.99515058617431
0.1985301995344506,0.001,18.0826583329734
0.18929950375344862,0.001,17.04558445194184
0.23429173302982725,0.001,22.33657026957974
0.17460405997023948,0.001,15.442402560603712
0.229150416529291,0.001,21.70070629255763
0.21988330131352254,0.001,20.575743376489502
0.19532920764015207,0.001,17.720330218416173
0.18621502587553715,0.001,16.70428592459505
0.23654475765081512,0.001,22.617917005030755
0.2298677357304756,0.001,21.788912745060728
0.2441393964651546,0.001,23.578654395545136
0.2502022406135305,0.001,24.359586750076556
0.18289340232829362,0.001,16.339628645771416
