R2,p-value,test statistic
0.20538810160518137,0.001,18.86874768357484
0.23009376337118978,0.001,21.81674069773123
0.22075049398162916,0.001,20.67987972555612
0.18973783399178978,0.001,17.094296713417453
0.19470069059572043,0.001,17.649525148608127
0.2319185929718038,0.001,22.042009000642526
0.19390193417900528,0.001,17.559701226489068
0.20151566841502455,0.001,18.423209088018616
0.2028941531497944,0.001,18.581312931604135
0.22816099998792438,0.001,21.579309932327725
0.18612629200798958,0.001,16.694505773021753
0.22769289734415007,0.001,21.521984517510965
0.18470920843027183,0.001,16.538604820310468
0.24377553086676557,0.001,23.5321845293776
0.2658420047250628,0.001,26.43363754100641
0.21705127339725455,0.001,20.23726767747708
0.18566561532755516,0.001,16.643764740897286
0.2211554970800387,0.001,20.728593738950632
0.20680804172462172,0.001,19.03320739499486
0.20613997270952641,0.001,18.955757300385248
0.18557390593497497,0.001,16.633670301054437
0.18951262317914547,0.001,17.069262135017187
0.2137710806611855,0.001,19.848276379085537
0.21466600198619576,0.001,19.954080919233093
0.23509607541787395,0.001,22.436822395545377
0.1941561816137652,0.001,17.58827322915773
0.24397611712642078,0.001,23.557796193598442
0.1878775915839658,0.001,16.887927292117702
0.20617849285816187,0.001,18.960219448874838
0.1877855500192634,0.001,16.87774103468776
0.18970497458738045,0.001,17.090643173857373
0.20743738505146259,0.001,19.106287406377387
0.16534711447024908,0.001,14.461507970067322
0.1904795077991404,0.001,17.176840121160414
0.21592469400761652,0.001,20.10330199419534
0.22013150076760102,0.001,20.60552461325428
0.20283307988505933,0.001,18.574296622185965
0.20622627955388764,0.001,18.9657556299205
0.19721507811933955,0.001,17.9334468178414
0.21224316152976483,0.001,19.6681895161463
0.2767618160500306,0.001,27.934936263058027
0.22023023740402609,0.001,20.617377207564104
0.2212606309364202,0.001,20.741247585544826
0.208813752205748,0.001,19.26651778075856
0.18132382872348027,0.001,16.168345874993342
0.1853921368922715,0.001,16.613669725093303
0.2694567638691426,0.001,26.925639427758647
0.17622164284515165,0.001,15.61606931763315
0.1810152193470981,0.001,16.13474550992725
0.19837643576547748,0.001,18.065187273665476
