R2,p-value,test statistic
0.15300422307585274,0.001,13.186970453499105
0.09506170245911374,0.001,7.668483363311041
0.13324859826787688,0.001,11.222534690011692
0.13529130967773273,0.001,11.421494564595754
0.1608553450636094,0.001,13.993344437775862
0.1317313636042491,0.001,11.07536209418844
0.13554985780258283,0.001,11.446744163214865
0.12137393051947995,0.001,10.084263642621723
0.15041802461330597,0.001,12.924610119904516
0.18082190518910304,0.001,16.113711001820274
0.16678970020774586,0.001,14.612935195593748
0.19060562866741265,0.001,17.190891591959996
0.160123321708462,0.001,13.917522401616491
0.14820427411084566,0.001,12.70129877535875
0.13888169690275606,0.001,11.773485521601199
0.17785383076989297,0.001,15.791996766658091
0.15353321214347307,0.001,13.240831946702718
0.1149486695857364,0.001,9.481091764283418
0.15051500723624514,0.001,12.934419821235842
0.16305706561482708,0.001,14.222195206924793
0.14143488332872428,0.001,12.025583479359987
0.11519696449392709,0.001,9.504237746253708
0.1519378054430958,0.001,13.078592429345424
0.18786207553824139,0.001,16.8862099665897
0.14694633311734456,0.001,12.574920821531093
0.16856449340701582,0.001,14.799954922704508
0.18597064453795634,0.001,16.677355626278544
0.17670348584926804,0.001,15.667932810699243
0.20175628974210003,0.001,18.450767556207676
0.1532344492120401,0.001,13.210403732260554
0.1738695626956826,0.001,15.363770058152896
0.19149507723154932,0.001,17.290111963742014
0.14822207398571133,0.001,12.703089702720726
0.12566482217612124,0.001,10.492008387091015
0.1725465925670576,0.001,15.222490045055483
0.19640180621034306,0.001,17.84141871417379
0.1308445637028156,0.001,10.989579943258397
0.15599474318797885,0.001,13.492352281946427
0.1697588289167176,0.001,14.926258709563909
0.14373683117297953,0.001,12.254163273192503
0.16205444073788494,0.001,14.11783145468655
0.14358590801262397,0.001,12.23913920028777
0.14278933025964316,0.001,12.159929264659285
0.13016076488962408,0.001,10.923553978036944
0.14051340822138983,0.001,11.934425619060288
0.17279135366298126,0.001,15.248594019480993
0.12517808678161366,0.001,10.445554914645388
0.11513928258162608,0.002,9.498859496194166
0.1684987396096163,0.001,14.793011841890703
0.15434284175104374,0.001,13.323398658572284
