R2,p-value,test statistic
0.21440325944780236,0.001,19.92299246135892
0.1781291597399405,0.001,15.821742327421013
0.24076208368838922,0.001,23.149044234559703
0.33630774017147064,0.001,36.9907357950207
0.19318870963888435,0.001,17.479646073527782
0.2113943443278418,0.001,19.568445933575457
0.21244975561231416,0.001,19.69249869480636
0.20145653475023478,0.001,18.41643902522871
0.20040273679706735,0.001,18.29596030329717
0.18663476183229116,0.001,16.750577691824144
0.20588380476336715,0.001,18.926093987098785
0.2533342583824654,0.001,24.767978268102823
0.23243144454431264,0.001,22.105511398472572
0.19063124506364426,0.001,17.193746119765045
0.21764601291012142,0.001,20.308145934729666
0.23254875358000443,0.001,22.120048785548523
0.18219674866553212,0.001,16.263523813191856
0.1778139392797543,0.001,15.78768868454307
0.22331237148788197,0.001,20.988879596092396
0.21631827273071752,0.001,20.150060107138778
0.21881944044739624,0.001,20.448306037990015
0.21011813329094112,0.001,19.418883223823205
0.2091499843143307,0.001,19.30574515030993
0.22093926080754664,0.001,20.702578409572023
0.2005634406238961,0.001,18.31431274167727
0.231201429348012,0.001,21.953350313973083
0.21617655556335322,0.001,20.13321835182781
0.18711088698738182,0.001,16.80314637190478
0.2350788677653124,0.001,22.434675450439332
0.23211931099254232,0.001,22.066852240232627
0.23201333569518925,0.001,22.05373386409038
0.21180354097959925,0.001,19.616503366085983
0.22399455281587383,0.001,21.07150460720796
0.20252923068297238,0.001,18.53940534086144
0.21758034122133837,0.001,20.30031419960901
0.22139263447883875,0.001,20.757140290006646
0.18434657480211977,0.001,16.498796602601107
0.18604292783632603,0.001,16.68531940628049
0.22472303596923443,0.001,21.15989818717626
0.21186114764310573,0.001,19.623272893725186
0.17750849315573874,0.001,15.75471587553128
0.2027059947436033,0.001,18.559700083941298
0.2219679286872953,0.001,20.82646640367094
0.1954243329970335,0.001,17.731056125428218
0.216132191139965,0.001,20.127947308057724
0.23346465850144477,0.001,22.233704237676807
0.18384702071214398,0.001,16.444015831072523
0.21496808879769636,0.001,19.98985042302034
0.20468884728358677,0.001,18.78797474506164
0.3211101703377263,0.001,34.52849256309407
