mean_all,mean_intra,mean_inter
24.689299428876932,23.514447944590344,26.07348473336215
24.76103836328746,23.65309811164142,26.066390261027426
24.68084776358742,23.395852827365054,26.19480176615395
24.51443587949914,23.277864789511334,25.971337925081325
24.67263701137532,23.271186684449347,26.323796305500803
25.351895357928676,24.351272302061325,26.530808393138173
24.430014778188962,23.191689173731014,25.888983955811717
25.01760746591695,23.95708288660063,26.26709521595917
24.60012705851058,23.442378439199512,25.964162127259335
24.84420612568151,23.904361916939525,25.95151080175823
24.495290177970954,23.315152830946825,25.88570317473957
24.937956742840004,23.62591370000446,26.483778255631325
24.64472750259538,23.466339164219935,26.033079854166452
24.74642951067139,23.65200811099642,26.03585378140305
24.57833997901779,23.50653715932242,25.84111551462435
24.45736792273688,23.133103543363582,26.017588357147655
24.66644517064818,23.57639154792068,25.950723418461347
24.681265064947272,23.507537314322374,26.064126410071278
24.699052897875962,23.407013946578438,26.221306010825398
24.251389593683076,23.1698805000699,25.52560085703737
24.79736291317349,23.801436731978967,25.970742189447403
24.453128276103236,23.340263671389945,25.764281943037815
24.515835849599355,23.32002450040132,25.92471562600929
24.479701480053713,23.137738412326307,26.060774136771798
24.73041554545192,23.376771578794298,26.32525039156894
24.361837575671437,23.16164142852406,25.77588342878621
24.361993817032147,23.21181307975251,25.717112566370243
24.680201012821414,23.634709414736236,25.91197722061251
24.663333010280795,23.515600978995295,26.01556674572784
24.34744618722201,23.21706888009302,25.679232951743693
24.735943996836788,23.615747870438604,26.055735508393838
24.4240297867069,23.129992673566967,25.948637091905518
24.814480628068075,23.76824629420752,26.04713191152545
24.711688313949917,23.695133460728414,25.90937185765908
25.012407259771784,24.007862084210686,26.195941253898336
25.129430620635677,23.959215378506187,26.5081536021399
24.51804588003439,23.487576478747414,25.732123251566378
24.588400944483457,23.54962041230521,25.8122703155977
24.718415419169972,23.674928542435026,25.947829706437762
24.668996025984253,23.43942756602727,26.117647720172194
24.910193342527826,23.811515733642718,26.204632189416785
24.7825684290227,23.559495735371147,26.223566947995216
25.29412739628864,24.076630050737567,26.728557157412787
24.921957471816658,23.819609755946654,26.220720361550473
24.730878792372344,23.51649047106315,26.161645566536475
24.498214402020057,23.120147970820575,26.121823282106728
24.278195383579042,23.271213377055865,25.46460040068366
24.167630557541973,23.08932924794048,25.43806247725299
24.795597157423234,23.430051376211477,26.4044544710801
24.59775439811155,23.365215581518104,26.049905704003837
