mean_all,mean_intra,mean_inter
3.3777948498989567,3.1972457331072905,2.986643981065913
3.2887577767143066,3.103807499571014,2.942031221203743
2.896971096826266,2.6288178738228356,2.7651144130426095
3.3488789218670325,3.375762114352065,2.6820016270802216
3.06364408826708,3.0112241611099275,2.61231436367437
3.379750951445749,3.255638632882742,3.0406418425684154
3.078531875272842,2.7303404089775274,2.8678768251499163
3.6079780559039234,3.378308759020033,3.2813526244675146
3.1540858870166564,3.1151489075348264,2.6201066899565517
3.268409108833245,3.0776257280488752,2.984512587918019
3.276744701773317,3.1155825004511,2.9086660771477035
3.3681757262551537,3.2846648749825773,3.0236957234022825
3.603100041838601,3.344553463668395,3.2200585296681736
3.146245698115496,2.777599941553909,3.031846171408811
3.0804272027556228,2.956145621453529,2.745813843111777
2.9949446417784165,2.916157973538137,2.458488415272125
3.0768153599802446,2.997251593403988,2.756647909106273
3.0809440496216873,2.8245847630079832,2.8199115554450342
2.9204865041552766,2.6992203524803147,2.6685159888102143
3.0677121982388718,2.8711740291171735,2.7494901296345002
2.868675001766499,2.6488007511164393,2.490802022850431
3.135633633089905,2.6482549695113464,2.824374989725907
3.097416325412879,2.9363822855919013,2.7490658092809594
3.097678473708591,2.787620279505013,2.970267789950871
3.253120375881983,2.9965599254601165,2.9353708673107923
3.019110294306025,2.8943282635583647,2.642302307238433
2.9810424788021193,2.8232624804600666,2.597203310271103
3.0164172336596073,2.8448347346572778,2.6676451684595266
3.171121944373912,3.287922020215871,2.9889767443591966
2.9389866638944566,2.557803502656561,2.7669801954968465
3.1722858182618667,2.9946495997042923,2.799284884239392
3.0735982434615785,2.9040586938255712,2.6832636894188706
3.248902794438646,3.1077955987562,2.8221921822920115
2.9584414809386272,2.737043074398423,2.7426143157975273
3.0114124971987026,2.6677167275407485,2.8256215754134275
3.138530036421559,2.9956803353678776,2.8399370894105367
3.2556602423251695,3.2140525850362027,2.744193023829055
3.288564871993989,3.1850496770846712,2.8416949916427128
3.384184412356102,3.281382972295103,3.095813358687449
2.8480754011712377,2.576053519641787,2.6919722690439714
2.821324603226184,2.7707201116432203,2.447761374161087
3.0141472601673844,2.75430227270621,2.634971911113425
3.2568892306108537,3.1011045411917215,2.934194967934852
3.4738839804663257,3.4552535179875163,2.951376656496188
2.8293094687351052,2.6152403775266095,2.4492846682506166
3.0002909829836586,2.7440821690261705,2.6990573516693392
2.700789387071539,2.5044299154921768,2.3220922338574215
3.336060707287948,3.184574443266003,3.0154953816314105
3.4292276667906574,3.373541586450767,2.9776317202465816
2.790402840961148,2.601705711838146,2.403803298538522
