F-statistic,p-value,R2
10.761816604381853,0.001,0.1284811748437995
10.962710914419159,0.001,0.1305664240116442
7.979222031763354,0.001,0.09853418977813318
6.9229306891589815,0.001,0.08662008048834013
7.466061057581366,0.001,0.09278521850645412
8.387873320367154,0.001,0.10306048036603638
8.042147435066182,0.001,0.09923413544180618
8.340391226566135,0.001,0.10253689588650669
6.998860494177701,0.001,0.08748700232657784
9.279386778662396,0.001,0.1127789977777135
7.601299169113749,0.001,0.09430740257877321
9.040020903724754,0.001,0.11019037786854491
7.56205272039949,0.001,0.0938661871817557
7.079558259926274,0.001,0.0884065598482335
7.0659301331786555,0.001,0.08825139633581291
6.626859083876797,0.001,0.08322391665475894
6.660553893992385,0.001,0.08361169447623804
5.833023497974324,0.001,0.07399213222012484
8.05846961607144,0.001,0.09941551640735258
7.203930410480888,0.001,0.08982016683735355
9.468545072337221,0.001,0.1148140186544081
8.98823142896732,0.001,0.1096283121651979
6.768995456928923,0.001,0.08485747398666724
5.358249168321061,0.001,0.06838143048361156
6.630480547582517,0.001,0.08326561012802791
6.865553394025189,0.001,0.08596388683558295
8.179209130594252,0.001,0.10075497431166436
7.5989120599604,0.001,0.09428057855554302
6.47349233463121,0.001,0.0814547359687418
7.440812709732955,0.001,0.09250046660496572
9.508092267898597,0.001,0.11523829974187765
6.966897767913875,0.001,0.08712227136950773
6.835359404590007,0.001,0.0856181954408164
7.081868143668161,0.001,0.08843285387602566
7.306972338978033,0.001,0.09098801917391548
8.199481106272707,0.001,0.10097947664888823
3.0048352433680274,0.006,0.03953479056623863
6.871640331323199,0.001,0.08603354460755144
7.34411974077419,0.001,0.09140830423520205
6.600244677747411,0.001,0.0829173918304869
7.326040036247377,0.001,0.09120379932760882
7.8082576782045,0.001,0.09662697727376608
7.408975076632182,0.001,0.09214114555708744
5.727050294642397,0.001,0.0727456480740539
6.436156899133294,0.001,0.08102301458649136
9.97826016438437,0.001,0.12025149894221575
9.683614065532359,0.001,0.11711648281190805
10.090569645020407,0.001,0.12144061219136354
7.678727882314127,0.001,0.09517661078537418
6.092906100867596,0.001,0.07703479870997888
