kBET,ARI,ASW
1.0,0.5124570072706691,0.51752573
0.9733333333333334,0.4928682931343922,0.5168066
1.0,0.5120839198249514,0.51499444
1.0,0.48648581869865704,0.51351357
1.0,0.4857901195709451,0.5157591
1.0,0.509785725605463,0.51359713
0.96,0.5114795152152569,0.51633584
0.9866666666666667,0.5001259621963965,0.51524764
1.0,0.5086499930704681,0.5141273
1.0,0.5017923160158257,0.5154609
1.0,0.5037194213732434,0.5113974
0.9866666666666667,0.4813255681458505,0.5148957
0.9866666666666667,0.5078219822652634,0.5126295
0.9866666666666667,0.4900951368884473,0.5140946
1.0,0.4974379288542713,0.51569796
1.0,0.4937430203665033,0.51914144
1.0,0.49572248372897365,0.5127356
0.9866666666666667,0.49655351226071576,0.5143999
1.0,0.5050713803705578,0.51669824
1.0,0.49140199748271407,0.5150151
0.9733333333333334,0.5025897453305899,0.5151199
1.0,0.5049875165015143,0.51565444
0.9733333333333334,0.5063840469225596,0.5142727
0.9866666666666667,0.5007224934213245,0.512955
0.9866666666666667,0.505376868005339,0.5155097
0.9866666666666667,0.5055155637577542,0.5144354
0.9733333333333334,0.49311779647511234,0.5159346
0.9866666666666667,0.5016620199740827,0.51629126
0.9866666666666667,0.487135320373703,0.51597327
0.9866666666666667,0.49763394697257624,0.5168113
1.0,0.4989208791421941,0.514233
0.9866666666666667,0.5090761083708586,0.51235616
0.9866666666666667,0.4975932821237624,0.5163766
0.9866666666666667,0.4992392652290275,0.51431954
0.9866666666666667,0.5017556343614391,0.5140202
0.9866666666666667,0.5049134198810057,0.5140226
1.0,0.48912186166245886,0.5159451
0.9866666666666667,0.4940034637569126,0.5144797
1.0,0.500723044942243,0.5136121
0.96,0.48198114864936803,0.513668
0.9866666666666667,0.4923931725870311,0.51767665
0.9333333333333333,0.5110789013737432,0.51361084
1.0,0.4957587410737516,0.5177896
0.9866666666666667,0.5131979305756518,0.51338506
1.0,0.4841350898447503,0.5146488
1.0,0.49768595670929716,0.51490676
0.9733333333333334,0.4900953030409392,0.5141463
1.0,0.497478327147874,0.51372236
1.0,0.5082444788909681,0.51966715
0.9466666666666667,0.45804772832077645,0.5064245
