kBET,ARI,ASW
1.0,0.5057187058821657,0.5162244
1.0,0.5048947850988186,0.51920044
0.9866666666666667,0.5036957722791775,0.5175353
0.96,0.5071857629498677,0.5142726
0.9866666666666667,0.49466789681230083,0.51397026
0.9866666666666667,0.4967766847188003,0.514639
1.0,0.4910561128436821,0.51460063
0.9466666666666667,0.493196531823648,0.5170455
1.0,0.5000840865945383,0.5148368
0.9866666666666667,0.5102578795873638,0.51404154
0.9733333333333334,0.4958155624670352,0.51446277
1.0,0.501382297879751,0.5124291
1.0,0.48610748994583464,0.50921404
1.0,0.5060836167514416,0.5107527
1.0,0.48895335208626345,0.51621294
1.0,0.48905590003731225,0.5161623
0.9866666666666667,0.510585448314723,0.5154977
0.9733333333333334,0.4999316172621634,0.51893115
1.0,0.5058638258649727,0.51617026
0.9866666666666667,0.5101013456392784,0.5145226
1.0,0.49355324030799275,0.514269
0.9733333333333334,0.512238692598792,0.51619756
0.9733333333333334,0.4937880814946344,0.5164768
0.9866666666666667,0.4661715857319173,0.51640785
0.9466666666666667,0.5017861129716454,0.51354
0.9333333333333333,0.4817563695743262,0.51549363
1.0,0.5043620501635768,0.5153725
0.9733333333333334,0.5092399413642212,0.513355
0.92,0.48855690954670994,0.5160803
0.96,0.5037022353130136,0.5128969
1.0,0.49785966453590924,0.5159914
0.9866666666666667,0.49446038222198063,0.51607275
0.9866666666666667,0.5099510225807677,0.51255226
1.0,0.5100622448841214,0.51299536
1.0,0.5029189587977738,0.5152265
1.0,0.5015303654803986,0.51224935
1.0,0.5116144614000011,0.5140606
1.0,0.5047779583323228,0.51504654
0.9866666666666667,0.4968268600771001,0.51437056
0.9866666666666667,0.4798869837972445,0.5153303
1.0,0.5064514642928019,0.51609707
1.0,0.5112807209815476,0.5168791
0.9866666666666667,0.4971356266489757,0.51430976
1.0,0.48710141505548754,0.51334965
1.0,0.5086633973360091,0.5136695
0.9733333333333334,0.5158361176218362,0.5172199
0.9866666666666667,0.4896211961179947,0.5180745
0.9866666666666667,0.5053558559643412,0.51608276
0.96,0.480300857722207,0.5155819
0.9733333333333334,0.49234229593763945,0.518577
