mean_all,mean_intra,mean_inter
24.759875712267377,23.529117329940323,26.209929347960397
24.647397394923253,23.44601092238503,26.06284566437369
25.2465756644133,24.002886128887248,26.711864512784253
24.2714472721334,23.049082458705854,25.71161178151703
24.22703673441342,23.010176737178885,25.66071558515835
24.591076832001733,23.643639001944273,25.707328152972092
24.634102572319435,23.632788083577953,25.813830239196164
24.24085078790624,23.186117492641937,25.483515368904445
25.249229788451448,24.235233600193357,26.443898766925077
24.34344443165158,23.44199327229021,25.40551522458834
24.30866422414599,23.154709625611837,25.66822925742681
24.488969095310225,23.367312553450173,25.81048123764298
24.983694055710085,23.63361311253572,26.574331022511288
25.114128647910636,24.138852697366584,26.263178256832635
25.285174971245997,24.167263628135228,26.60227459919675
24.44246888727357,23.493369743751483,25.560677532820385
24.45344639008421,23.18600504880015,25.94671911635373
24.75436535828174,23.729896461898182,25.961373061163766
24.84332064230756,23.845210309321192,26.019273240276583
24.673128828518593,23.462991883200345,26.098886720922593
24.76861072397957,23.750573707946508,25.96804052073438
24.24513243615689,23.018137064724545,25.69075257157286
24.41614299181194,23.202604133232416,25.845908946857367
25.052844930716088,24.032522252546144,26.254967646519134
24.967826863788698,23.904911618971887,26.220131245633308
24.546104477874103,23.52903750671032,25.744391388169902
24.212007000767827,23.008841200678074,25.62955163650936
24.979341633754807,23.820429560444158,26.34474745953132
24.477468204712633,23.269342969468198,25.900855942626215
24.67430461922781,23.60480411555968,25.93436761452284
24.721552785515946,23.651955210513904,25.9817301482146
24.349277494255734,23.06152160636016,25.86648439200397
24.40277194376563,23.274731835512288,25.731805069737593
25.05289035185416,23.856132575318238,26.462885189044435
24.8125020427923,23.741462420560843,26.074378395201574
24.822814834476,23.80577796342364,26.021066281453695
24.33012581505903,23.429611716311864,25.391092582892224
24.534888554704217,23.24557861809717,26.053926399953177
24.21855869441878,23.172577649101868,25.450911558642233
24.547901043512248,23.43387734436517,25.860420331125873
24.938170677287296,23.920692210065233,26.136942403582673
24.85034293689831,23.654728269084387,26.258990987438885
24.453468748927463,23.36655519590755,25.734047432666003
24.888578986653908,23.613112510142454,26.391306758430737
24.995216675787102,23.827377286840065,26.371140477050446
24.67605118515135,23.5757877095239,25.97235846687569
24.248013808030525,23.049958254165134,25.6595376591702
24.35473412128157,23.249061072044043,25.657414848836932
25.26593074555593,24.019296895028326,26.7346885239248
25.11859656762705,23.971609260215377,26.469952885072058
