mean_all,mean_intra,mean_inter
24.667001221798024,23.57335397022585,25.955513407520026
25.13016556602885,24.171314581230302,26.259863625826828
24.755026124348227,23.755510500740186,25.932634406165867
24.985007431429228,23.817228152783215,26.360860412000374
24.85023274009046,23.84060888516156,26.039750327412495
24.38515698891165,23.3364533508102,25.620717554681104
24.727705263732,23.55168394898355,26.11326883785871
24.4142564774048,23.13724413115395,25.91880556038952
25.1203022199829,24.198800208348583,26.205996505275753
24.623062828047576,23.611032378094627,25.815415815001575
24.40239736282709,23.291532172925535,25.711195361290393
24.89843803582337,23.836739231324778,26.149309233274224
24.188429368885206,23.03830667614315,25.543479731370155
25.05701760488496,23.931178263292363,26.3834578338728
24.081021180893142,23.080702370005493,25.259575761067683
24.41343945846376,23.369167227988324,25.643779032987798
24.94406436965985,23.75519272533768,26.34476793176942
24.310500747608945,23.440326243709308,25.335722043019743
24.50254212553956,23.376187861756165,25.82958902502062
24.700927709427617,23.682353777975017,25.900990088635115
24.93434335144789,23.770297253300825,26.305797977286776
24.8534761560193,23.64765682219624,26.274147129385405
24.673508777383258,23.517955700393916,26.03495710435422
24.5459086864361,23.345793101628605,25.959859622696744
24.64590217476653,23.546138922478345,25.941620103875305
24.49638103963716,23.12579952217643,26.111171351810295
24.866913755497777,23.736532827654163,26.198704785869253
24.668139938258584,23.47952136380035,26.068545338778048
25.472377974846168,24.198505986269097,26.973227154480526
24.44271157533247,23.122581798072865,25.998060708508824
24.47458914714681,23.399960593213613,25.74069390338993
24.398953327030938,23.245420693188574,25.75802121038838
24.77275557384326,23.61774157030025,26.13356877581975
24.827308030933203,23.591777097759362,26.28298458563802
24.67593517584379,23.46396684288149,26.103850770644748
24.564364526516844,23.45438793037171,25.872115602508874
24.747948060179493,23.535781528815395,26.176097168168123
24.566780933650083,23.502473996838532,25.82072497772711
24.273559416428235,23.119130318244892,25.633683495214093
24.86364930269068,23.626772015449507,26.32091210343557
25.103059383752154,24.035475014117786,26.360864830236604
24.538482199768506,23.473000233625026,25.793810638686374
25.265868179607377,24.217076926100425,26.50153197200449
24.8040815393401,23.631217753067638,26.18592497983851
24.778690107840355,23.59336845524189,26.17521114437905
24.521104401712403,23.40007264491162,25.84188043543139
25.52803320460009,24.38070136313695,26.879795444816867
25.03646370895875,23.87633353452659,26.403304675852524
24.86739440543185,23.781910028536636,26.14628926392455
24.725287776866445,23.583159086420476,26.07091977400884
