,Azonexaceae,Opisthonectidae,Burkholderiaceae,Bdellovibrionaceae,Clostridiales_Family_XIII._Incertae_Sedis,Zoogloeaceae,Clostridiaceae,Microscillaceae,Bodonidae,Gemmatimonadaceae,Spirochaetaceae,Sporomusaceae,Pseudomonadaceae,Lachnospiraceae,Rikenellaceae,geographic_location,Ectothiorhodospiraceae,Spongiibacteraceae,Eubacteriaceae,Bacillaceae,Tokophryidae,Methanoregulaceae,Deferribacteraceae,Desulfobacteraceae,Caryophyllaceae,sample_id,Rhodobiaceae,Nostocaceae,Alcaligenaceae,Bacteroidaceae,Chromobacteriaceae,Paludibacteraceae,Gregarinidae,Hyphomonadaceae,Debaryomycetaceae,Metopidae,Scenedesmaceae,Victivallaceae,Chitinophagaceae,Methanobacteriaceae,Clostridiales_Family_XII._Incertae_Sedis,Christensenellaceae,Methanomassiliicoccaceae,Desulfuromonadaceae,Holophagaceae,Marinilabiliaceae,Rhodobacteraceae,Lentimicrobiaceae,Selenomonadaceae,Phyllobacteriaceae,Syntrophobacteraceae,Peptococcaceae,Peptostreptococcaceae,Discophryidae,Planococcaceae,Syntrophorhabdaceae,Rhogostomidae,Dipodascaceae,Leptotrichiaceae,Gallionellaceae,Xanthomonadaceae,collection_date,Dysgonamonadaceae,Sutterellaceae,Methanospirillaceae,Enterococcaceae,Oxalobacteraceae,Nitrosomonadaceae,study,Balneolaceae,Campylobacteraceae,Bacteriovoracaceae,Lecudinidae,Caenomorphidae,Methylocystaceae,Shewanellaceae,Saprospiraceae,Ardenticatenaceae,Cyprididae,Ktedonobacteraceae,Actinomycetaceae,Acholeplasmataceae,Histiostomatidae,Paraphysomonadaceae,Caldilineaceae,Monhysteridae,Hydrogenophilaceae,Saccharomycetaceae,Phycisphaeraceae,Porphyromonadaceae,Coriobacteriaceae,Fabaceae,Desulfomicrobiaceae,Flavobacteriaceae,Anaerolineaceae,Pythiaceae,Acidithiobacillaceae,Yersiniaceae,Oligoflexaceae,Atopobiaceae,Erysipelotrichaceae,Prolixibacteraceae,Propionibacteriaceae,Sterolibacteriaceae,Moraxellaceae,Succinivibrionaceae,Carnobacteriaceae,Chilodonellidae,Synechococcaceae,Streptomycetaceae,Beutenbergiaceae,Aeromonadaceae,Barnesiellaceae,Helicobacteraceae,Saccharospirillaceae,Halomonadaceae,Rhizobiaceae,Methylophilaceae,Halanaerobiaceae,Prorodontidae,Microbacteriaceae,Leptospiraceae,Rubritaleaceae,Lactobacillaceae,Termopsidae,Muribaculaceae,Arcellidae,Nocardiaceae,Veillonellaceae,Anaeroplasmataceae,Acidaminococcaceae,Hexamitidae,Pasteurellaceae,Solanaceae,Syntrophaceae,Erwiniaceae,Hyphomicrobiaceae,Diplogasteridae,Caulobacteraceae,Cytophagaceae,Streptococcaceae,Bifidobacteriaceae,Prevotellaceae,Leuconostocaceae,Fibrobacteraceae,Candidatus_Brocadiaceae,Eggerthellaceae,Cryomorphaceae,Opitutaceae,Ascoideaceae,Neodiplogasteridae,Spiroplasmataceae,Oligosphaeraceae,Nocardioidaceae,sample_name,Geobacteraceae,Verrucomicrobiaceae,Methylococcaceae,Chthoniobacteraceae,Micrococcaceae,Acaridae,Thiotrichaceae,Chromatiaceae,Fusobacteriaceae,Comamonadaceae,Rhabditidae,Rhodanobacteraceae,Neisseriaceae,Polyangiaceae,Sphingobacteriaceae,Acetobacteraceae,Rhodospirillaceae,Parameciidae,Coxiellaceae,Synergistaceae,Enterobacteriaceae,Rhodocyclaceae,Tannerellaceae,Caldisericaceae,Intrasporangiaceae,Bradyrhizobiaceae,Nannocystaceae,analysis_id,Xanthobacteraceae,Desulfobulbaceae,Mycobacteriaceae,Oscillochloridaceae,Parachlamydiaceae,Sphingomonadaceae,Cryptosporangiaceae,Crocinitomicaceae,Erythrobacteraceae,Oscillospiraceae,Ruminococcaceae,Desulfovibrionaceae,Kofleriaceae,Microthrixaceae,Psychodidae,Akkermansiaceae,Elusimicrobiaceae
46,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,41.0,4.0,Canada,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ERS1426786,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,274.0,0.0,15.0,2016-01-26,2.0,0.0,0.0,0.0,0.0,0.0,study 1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,118.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,53.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,wastewater metagenome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,6.0,133.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,MGYA00216591,0.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,79.0,4.0,0.0,1.0,0.0,26.0,1.0
47,1.0,0.0,24.0,1.0,4.0,11.0,13.0,0.0,0.0,11.0,5.0,95.0,23.0,485.0,9.0,Australia,0.0,0.0,32.0,16.0,0.0,0.0,0.0,2.0,0.0,ERS1426780,0.0,0.0,4.0,40.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,79.0,1.0,0.0,0.0,3.0,21.0,10.0,43.0,0.0,0.0,2.0,125.0,0.0,1.0,1.0,1.0,6.0,695.0,3.0,32.0,2016-02-08,4.0,2.0,0.0,6.0,4.0,3.0,study 1,0.0,31.0,2.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,28.0,0.0,2.0,261.0,11.0,0.0,0.0,0.0,0.0,9.0,103.0,2.0,38.0,0.0,512.0,10.0,8.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0,1.0,10.0,3.0,1.0,0.0,0.0,18.0,0.0,0.0,68.0,0.0,4.0,1.0,0.0,974.0,0.0,83.0,0.0,16.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,1479.0,98.0,38.0,3.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,wastewater metagenome,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,479.0,17.0,0.0,554.0,0.0,5.0,9.0,6.0,0.0,0.0,43.0,76.0,38.0,5.0,0.0,0.0,0.0,0.0,MGYA00216632,0.0,15.0,5.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,673.0,77.0,0.0,0.0,0.0,29.0,0.0
48,68.0,0.0,60.0,5.0,29.0,34.0,3.0,1.0,0.0,1.0,127.0,1796.0,34.0,281.0,377.0,Brazil,0.0,5.0,33.0,4.0,0.0,23.0,5.0,80.0,0.0,ERS1426784,3.0,0.0,4.0,99.0,49.0,472.0,4.0,2.0,1.0,10.0,0.0,7.0,19.0,75.0,10.0,692.0,2.0,10.0,78.0,11.0,35.0,52.0,164.0,0.0,3.0,134.0,8.0,463.0,0.0,9.0,3.0,0.0,71.0,6.0,126.0,2016-02-15,8.0,36.0,11.0,1.0,7.0,2.0,study 1,0.0,3742.0,38.0,0.0,9.0,2.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,37.0,0.0,173.0,323.0,126.0,0.0,0.0,0.0,1.0,16.0,135.0,251.0,32.0,12.0,104.0,119.0,5.0,0.0,0.0,0.0,0.0,89.0,0.0,148.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,68.0,5.0,8.0,0.0,14.0,4.0,0.0,1130.0,2.0,372.0,0.0,6.0,0.0,24.0,0.0,4.0,6.0,12.0,2.0,48.0,61.0,394.0,0.0,13.0,0.0,14.0,0.0,32.0,0.0,0.0,0.0,7.0,18.0,wastewater metagenome,2876.0,7.0,10.0,0.0,0.0,0.0,48.0,9.0,8.0,261.0,1.0,18.0,31.0,1.0,5.0,21.0,21.0,58.0,20.0,234.0,23.0,354.0,32.0,39.0,1.0,1.0,0.0,MGYA00216483,5.0,97.0,5.0,0.0,18.0,42.0,3.0,0.0,5.0,1.0,677.0,205.0,2.0,3.0,0.0,21.0,10.0
49,1.0,0.0,8.0,0.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,44.0,7.0,195.0,0.0,Australia,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,ERS1426780,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,1.0,0.0,7.0,2.0,11.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,1.0,2.0,311.0,1.0,10.0,2016-02-08,2.0,1.0,0.0,3.0,2.0,2.0,study 1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,4.0,0.0,151.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,366.0,0.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,532.0,61.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wastewater metagenome,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,149.0,2.0,1.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,MGYA00216530,1.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,237.0,49.0,0.0,0.0,0.0,12.0,0.0
50,3.0,0.0,75.0,16.0,11.0,39.0,21.0,0.0,0.0,28.0,6.0,139.0,259.0,838.0,67.0,Canada,0.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,1.0,ERS1426788,0.0,0.0,14.0,235.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,1.0,196.0,0.0,0.0,1.0,5.0,112.0,127.0,66.0,6.0,7.0,10.0,185.0,0.0,10.0,0.0,0.0,35.0,6358.0,12.0,157.0,2016-02-01,19.0,11.0,3.0,47.0,67.0,0.0,study 1,0.0,158.0,8.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,17.0,31.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,21.0,51.0,3.0,2.0,1029.0,14.0,0.0,0.0,6.0,0.0,21.0,159.0,4.0,115.0,0.0,1167.0,53.0,328.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,1.0,16.0,10.0,2.0,0.0,0.0,27.0,0.0,0.0,62.0,0.0,13.0,0.0,1.0,885.0,0.0,233.0,0.0,69.0,0.0,0.0,7.0,4.0,0.0,54.0,7.0,3039.0,213.0,156.0,2.0,7.0,0.0,79.0,0.0,0.0,2.0,1.0,0.0,23.0,4.0,wastewater metagenome,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,19.0,1127.0,16.0,10.0,1458.0,0.0,1.0,14.0,5.0,0.0,3.0,72.0,181.0,39.0,16.0,1.0,1.0,1.0,0.0,MGYA00216594,1.0,58.0,3.0,0.0,3.0,29.0,0.0,0.0,5.0,4.0,1948.0,150.0,1.0,2.0,0.0,163.0,0.0
51,0.0,0.0,12.0,11.0,16.0,6.0,12.0,0.0,0.0,0.0,3.0,12.0,172.0,219.0,14.0,Canada,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,ERS1426787,0.0,0.0,2.0,22.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,141.0,0.0,0.0,0.0,0.0,74.0,13.0,7.0,0.0,5.0,1.0,47.0,0.0,8.0,3.0,1.0,8.0,1062.0,5.0,48.0,2016-02-01,2.0,10.0,3.0,6.0,4.0,0.0,study 1,0.0,41.0,7.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,6.0,2.0,14.0,0.0,2.0,248.0,141.0,0.0,0.0,0.0,0.0,4.0,40.0,1.0,23.0,2.0,683.0,0.0,88.0,0.0,0.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,27.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,244.0,0.0,33.0,0.0,13.0,0.0,25.0,0.0,5.0,0.0,30.0,0.0,63.0,39.0,5.0,2.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,wastewater metagenome,3.0,7.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,251.0,31.0,13.0,566.0,0.0,2.0,7.0,0.0,0.0,0.0,375.0,22.0,7.0,2.0,0.0,3.0,1.0,0.0,MGYA00216550,0.0,19.0,3.0,0.0,11.0,17.0,2.0,0.0,1.0,5.0,330.0,39.0,0.0,0.0,0.0,43.0,0.0
52,7.0,0.0,56.0,2.0,2.0,17.0,5.0,0.0,0.0,1.0,2.0,10.0,2987.0,77.0,51.0,Georgia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ERS1426804,0.0,2.0,2.0,29.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,10.0,3.0,17.0,0.0,0.0,1.0,0.0,38.0,10.0,12.0,0.0,1.0,2.0,8.0,0.0,7.0,1.0,0.0,0.0,95.0,1.0,100.0,2016-01-25,2.0,6.0,0.0,1.0,278.0,40.0,study 1,0.0,41.0,1.0,0.0,0.0,0.0,10.0,193.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,0.0,0.0,8628.0,32.0,0.0,0.0,1.0,1.0,1.0,16.0,7.0,17.0,1.0,17158.0,14.0,19.0,0.0,0.0,11.0,2.0,227.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,122.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,81.0,41.0,22.0,43.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,wastewater metagenome,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,803.0,44.0,2.0,63.0,0.0,17.0,4.0,1.0,0.0,0.0,15.0,19.0,14.0,10.0,0.0,8.0,0.0,1.0,MGYA00216449,0.0,2.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,155.0,8.0,0.0,0.0,0.0,5.0,0.0
53,13.0,0.0,14.0,18.0,21.0,32.0,18.0,2.0,3.0,3.0,21.0,87.0,56.0,1155.0,140.0,Ecuador,1.0,0.0,553.0,6.0,0.0,0.0,1.0,6.0,0.0,ERS1426800,0.0,0.0,4.0,109.0,29.0,212.0,0.0,1.0,0.0,0.0,28.0,0.0,3.0,174.0,1.0,203.0,1.0,1.0,33.0,14.0,61.0,25.0,98.0,0.0,3.0,8.0,85.0,0.0,1.0,0.0,2.0,7.0,108.0,1.0,124.0,2016-02-06,4.0,9.0,15.0,29.0,1.0,5.0,study 1,0.0,375.0,5.0,4.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,136.0,0.0,96.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,191.0,2.0,8.0,269.0,35.0,1.0,0.0,0.0,0.0,42.0,321.0,61.0,102.0,0.0,450.0,32.0,4.0,0.0,0.0,0.0,2.0,130.0,2.0,4.0,2.0,0.0,11.0,3.0,2.0,0.0,27.0,19.0,3.0,135.0,1.0,11.0,0.0,2.0,1419.0,6.0,245.0,0.0,4.0,0.0,11.0,1.0,4.0,4.0,103.0,0.0,241.0,269.0,576.0,11.0,29.0,0.0,70.0,0.0,37.0,0.0,4.0,0.0,2.0,6.0,wastewater metagenome,5.0,5.0,1.0,4.0,9.0,0.0,1.0,4.0,24.0,288.0,40.0,5.0,87.0,0.0,5.0,141.0,8.0,0.0,5.0,209.0,99.0,108.0,11.0,0.0,7.0,2.0,2.0,MGYA00216585,8.0,724.0,12.0,4.0,14.0,52.0,0.0,3.0,6.0,1.0,1198.0,261.0,0.0,22.0,0.0,512.0,15.0
54,58.0,0.0,367.0,33.0,1.0,59.0,35.0,1.0,3.0,0.0,12.0,46.0,181.0,950.0,96.0,Iceland,0.0,0.0,9.0,5.0,0.0,0.0,0.0,10.0,0.0,ERS1426812,0.0,0.0,14.0,255.0,23.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,10.0,35.0,136.0,2.0,0.0,0.0,12.0,235.0,19.0,40.0,0.0,10.0,3.0,24.0,0.0,10.0,2.0,1.0,16.0,548.0,3.0,86.0,2016-02-02,6.0,17.0,1.0,7.0,25.0,13.0,study 1,0.0,361.0,38.0,0.0,0.0,1.0,0.0,195.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,1.0,5.0,77.0,0.0,9.0,8063.0,38.0,0.0,0.0,2.0,0.0,7.0,145.0,13.0,19.0,7.0,7583.0,12.0,115.0,1.0,0.0,0.0,6.0,272.0,12.0,1.0,0.0,66.0,3.0,4.0,0.0,0.0,30.0,10.0,0.0,29.0,0.0,14.0,0.0,0.0,136.0,0.0,63.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,26.0,111.0,366.0,98.0,252.0,1.0,3.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,wastewater metagenome,2.0,4.0,2.0,0.0,6.0,0.0,18.0,4.0,28.0,5051.0,7.0,15.0,282.0,2.0,12.0,13.0,1.0,0.0,4.0,20.0,50.0,122.0,52.0,0.0,4.0,1.0,0.0,MGYA00216631,0.0,23.0,4.0,0.0,3.0,81.0,0.0,31.0,4.0,8.0,1033.0,28.0,7.0,2.0,0.0,25.0,1.0
55,10.0,1.0,51.0,7.0,5.0,32.0,9.0,5.0,0.0,4.0,38.0,30.0,88.0,170.0,79.0,Australia,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,ERS1426779,0.0,0.0,2.0,55.0,14.0,41.0,0.0,9.0,0.0,0.0,0.0,3.0,40.0,11.0,5.0,47.0,0.0,0.0,6.0,10.0,45.0,58.0,28.0,0.0,3.0,3.0,36.0,0.0,0.0,6.0,4.0,3.0,381.0,5.0,140.0,2016-02-04,17.0,4.0,2.0,3.0,1.0,8.0,study 1,0.0,304.0,4.0,0.0,0.0,3.0,0.0,46.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,9.0,0.0,10.0,1.0,3.0,7.0,18.0,0.0,3.0,1547.0,34.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,14.0,12.0,3426.0,4.0,8.0,0.0,0.0,0.0,0.0,59.0,2.0,7.0,1.0,8.0,12.0,5.0,0.0,4.0,15.0,13.0,0.0,3.0,0.0,6.0,1.0,1.0,125.0,0.0,93.0,0.0,15.0,0.0,34.0,1.0,5.0,2.0,17.0,7.0,273.0,29.0,39.0,1.0,6.0,0.0,4.0,0.0,7.0,1.0,1.0,0.0,3.0,2.0,wastewater metagenome,0.0,4.0,0.0,5.0,1.0,0.0,12.0,1.0,37.0,1107.0,8.0,21.0,563.0,4.0,1.0,15.0,3.0,16.0,0.0,54.0,34.0,39.0,6.0,0.0,6.0,0.0,4.0,MGYA00216674,1.0,35.0,2.0,0.0,3.0,19.0,0.0,3.0,0.0,0.0,305.0,28.0,7.0,8.0,0.0,20.0,0.0
56,23.0,0.0,60.0,10.0,4.0,40.0,26.0,4.0,0.0,2.0,3.0,16.0,95.0,599.0,41.0,Switzerland,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,ERS1426790,0.0,0.0,6.0,70.0,3.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,99.0,42.0,9.0,180.0,0.0,0.0,1.0,3.0,178.0,12.0,37.0,3.0,0.0,4.0,67.0,2.0,2.0,0.0,71.0,4.0,655.0,3.0,346.0,2016-01-27,3.0,17.0,0.0,23.0,3.0,7.0,study 1,0.0,867.0,8.0,0.0,0.0,0.0,2.0,198.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,13.0,56.0,0.0,2.0,982.0,13.0,0.0,0.0,0.0,0.0,8.0,99.0,12.0,43.0,3.0,1223.0,5.0,82.0,0.0,0.0,0.0,7.0,10.0,3.0,2.0,0.0,7.0,8.0,3.0,0.0,0.0,31.0,0.0,0.0,43.0,0.0,8.0,0.0,3.0,461.0,0.0,59.0,0.0,5.0,0.0,3.0,0.0,10.0,0.0,25.0,38.0,210.0,91.0,32.0,1.0,0.0,0.0,37.0,0.0,10.0,1.0,1.0,0.0,1.0,11.0,wastewater metagenome,4.0,48.0,0.0,0.0,1.0,0.0,9.0,0.0,29.0,914.0,7.0,72.0,378.0,2.0,2.0,19.0,5.0,0.0,7.0,54.0,55.0,41.0,9.0,0.0,5.0,0.0,2.0,MGYA00216613,2.0,15.0,2.0,0.0,2.0,65.0,0.0,2.0,12.0,4.0,1406.0,36.0,23.0,0.0,0.0,62.0,0.0
57,1.0,0.0,3.0,2.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,11.0,69.0,123.0,6.0,Canada,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,ERS1426787,0.0,0.0,1.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0,0.0,43.0,10.0,0.0,0.0,5.0,1.0,27.0,0.0,1.0,0.0,0.0,4.0,552.0,4.0,46.0,2016-02-01,0.0,1.0,2.0,4.0,3.0,2.0,study 1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,0.0,0.0,181.0,53.0,0.0,0.0,0.0,0.0,9.0,27.0,4.0,9.0,0.0,308.0,0.0,42.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,14.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,103.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,1.0,50.0,34.0,10.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,wastewater metagenome,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,139.0,3.0,7.0,291.0,0.0,1.0,2.0,1.0,0.0,2.0,120.0,18.0,3.0,0.0,0.0,1.0,1.0,0.0,MGYA00216583,1.0,8.0,4.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,190.0,30.0,0.0,0.0,0.0,22.0,0.0
58,13.0,0.0,146.0,23.0,5.0,41.0,39.0,3.0,7.0,8.0,16.0,171.0,69.0,1479.0,81.0,Spain,0.0,2.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,ERS1426801,0.0,0.0,22.0,188.0,20.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,70.0,2.0,291.0,2.0,0.0,21.0,6.0,159.0,59.0,212.0,0.0,1.0,7.0,162.0,0.0,5.0,34.0,4.0,7.0,2681.0,7.0,247.0,2016-02-10,12.0,7.0,1.0,46.0,2.0,5.0,study 1,0.0,400.0,12.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,65.0,0.0,11.0,1.0,2.0,11.0,59.0,0.0,7.0,421.0,57.0,0.0,0.0,1.0,0.0,11.0,206.0,6.0,101.0,7.0,2020.0,55.0,74.0,0.0,0.0,0.0,1.0,124.0,5.0,4.0,1.0,23.0,26.0,0.0,2.0,0.0,58.0,6.0,0.0,44.0,0.0,16.0,6.0,2.0,597.0,3.0,778.0,0.0,23.0,0.0,8.0,4.0,8.0,3.0,42.0,8.0,623.0,158.0,183.0,3.0,17.0,0.0,46.0,0.0,8.0,1.0,0.0,0.0,0.0,8.0,wastewater metagenome,0.0,32.0,0.0,200.0,6.0,0.0,163.0,4.0,74.0,2477.0,50.0,29.0,1402.0,0.0,5.0,57.0,4.0,3.0,3.0,254.0,121.0,48.0,23.0,0.0,29.0,1.0,2.0,MGYA00216505,9.0,94.0,61.0,0.0,11.0,84.0,7.0,2.0,4.0,9.0,1324.0,293.0,4.0,3.0,0.0,130.0,1.0
59,4.0,0.0,39.0,4.0,13.0,29.0,75.0,0.0,0.0,3.0,18.0,124.0,117.0,1761.0,146.0,Macedonia,0.0,2.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,ERS1426822,0.0,0.0,7.0,401.0,30.0,179.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,43.0,13.0,219.0,0.0,0.0,4.0,27.0,81.0,53.0,104.0,0.0,4.0,13.0,214.0,0.0,4.0,3.0,2.0,5.0,3774.0,4.0,139.0,2016-02-02,5.0,109.0,1.0,35.0,6.0,3.0,study 1,0.0,2551.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,25.0,84.0,0.0,4.0,2881.0,22.0,0.0,0.0,0.0,0.0,6.0,131.0,11.0,21.0,5.0,4745.0,79.0,170.0,0.0,0.0,0.0,3.0,67.0,5.0,10.0,0.0,5.0,5.0,2.0,0.0,0.0,39.0,1.0,0.0,42.0,0.0,32.0,0.0,0.0,1303.0,21.0,329.0,1.0,22.0,0.0,1.0,0.0,1.0,1.0,34.0,6.0,172.0,156.0,230.0,0.0,37.0,0.0,97.0,0.0,21.0,2.0,0.0,0.0,1.0,2.0,wastewater metagenome,0.0,5.0,0.0,1.0,4.0,0.0,4.0,0.0,127.0,1287.0,33.0,14.0,812.0,1.0,2.0,10.0,1.0,0.0,2.0,66.0,67.0,66.0,39.0,0.0,7.0,2.0,0.0,MGYA00216491,1.0,55.0,6.0,0.0,2.0,21.0,0.0,3.0,1.0,17.0,3143.0,53.0,0.0,0.0,0.0,138.0,0.0
